sentence	label
difficulties arise, however, as conflicts between the traditional and modern and native languages and spanish develop.	low
he earned a doctorate in history from stanford university and taught latin american history at tulane university and arizona state university.	high
the american society for the prevention of cruelty to animals	high
i wanted to be there.	high
"that's where the green movement comes in, and when i say ""green"" i'm talking plants not politics."	high
mortar assault leaves at least 18 dead	high
"""all of it."""	high
to alleviate the problem, the government has become the city's major landlord with the construction of massive apartment blocks that, though they have every modern facility, average only 9 square m (100 square ft) in size.	low
the amounts you have to pay for a bomb scare	high
"a final statement yesterday said: ""while some advances are being made in nations throughout the hemisphere, the state of press freedom in the americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination."""	high
this ancient burial vault is believed to date back to the han dynasty (a.d. 25–220).	low
"""yo, my man nep!"	high
drink modest amounts of good wine.	low
college green, the home of trinity college, provides a natural focus just south of the o'connell street bridge.	low
"""let's not get fucked up tonight, though, okay, rache?"	high
mary roth executive director	low
is there really any competition when the state-based regulatory system the wholesalers love so much require that producers of alcohol use a wholesaler to bring their goods to market, meaning that without use of a wholesaler a producer cannot enter a state's market?	high
the grill will feature enough activities that you and your kids will have a tough time deciding what to do.	low
arletta b.newton donor relations coordinator	low
iran's president urges higher birth rate	high
obama: i'm running for president	high
see wilson, 168-170.	low
"""that sweet, small nose, and her soft lips – she'd kiss well, i should think, if gently."	high
name address city, st zip	low
work starts on arctic seed vault	low
only 35 minutes by ferry from central, lamma island is perfect for swimming, hiking, picnicking, birdwatching, or just sitting back to watch the bananas grow.	high
"as auction houses prepare for their fall seasons in an uncertain economy, the sale price ""suggests that the marketplace for important items is enormously strong,"" said david redden, a vice chairman at sotheby's, who was the auctioneer."	low
tasha snatched it from him to rip away the paper.	high
"but at the time of chang's sentencing, the judge, alfred m. wolin, also said the businessman had cooperated closely with federal investigators, providing them with information that was ""material and credible."""	low
"""people do leave. the approximate number of people at any given event is always the same. but we see new faces."""	low
july 16, 2010 at 10:41 am	low
their bumpers looked ready to drop off, and their paint was half smog.	low
*if it wasn't, even homer nods?	low
"""i said, `no.""'"	high
all of our frantic preparations may have had some effect in preventing small-time casual attacks, but they cannot stop a serious planned attack, any more than a mere door lock can stop a serious robber who really wants to get into your house.	high
teaching americans --particularly young people -- how to become better stewards of our environment is one of the best investments that you and i can make for wildlife.	high
"""just at this corner,"" he said, interrupting my immanent panic attack, ""we're going to stop and turn three times widdersh – er, counterclockwise, then face east."	high
wish me luck.	high
"""women in film noir"""	low
some working chefs say they routinely review conservation group web sites, government reports and industry sources.	low
and join the fun while making a real difference for the environment!	high
mickelson driving force at masters	high
next week marks the 57th anniversary of the atomic bombings.	low
for all its historic grandeur, the loyal senate now is the equivalent of a city council, its statesmanship dedicated to water supplies, sewage lines, and the establishment of playgrounds.	low
take a few photos of the menu, the kitchen, the food.	low
it is fascinating to watch the organized character assassination of michael moore that has been going on in the united states since the release of his last documentary.	high
when it did, the las vegas valley (which at the time had a non-native population of less than 30) would change as well.	low
the airplane above will be tracking her ... in order to land and immediately gun her down .	high
"""this is a slave shop,"""	high
i think not!	high
ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending.	low
fact: sound is a vibration.	low
frustration rises as north korea nuclear talks stall	high
hmong farmers grow them in california's central valley, and mexico has a substantial crop.	low
nepthys shook his hands at me like he wanted to wrap them around my neck.	high
but there are bright spots, and behind every one of them is a person, or a bunch of people, who refuse to give up.	high
"for in it's negation of all colors, all colors are positively affirmed"""	low
tgi friday's pretty much had to spray agent orange on their relationship with 600,000 people.	high
report links humans to global warming	low
turkmenistan votes for president	low
with thousands of trees and flowers in bloom, we are having a beautiful spring!	high
north carolina-.	low
how?	high
"""i destroyed another story last night, nathan."""	high
i would watch old films on the entertainment screens, taking mental notes for later dinnertime discussions.	low
i abandoned these notes to my future self to have the wipe done immediately, thinking that bernardo flynn should receive such services when he needed them, even should the need arise at the third hour after midnight.	low
the 1933 double eagle, a $20 gold piece with a mysterious history that involves a president, a king and a secret service sting operation, was auctioned tuesday last night for a record price for a coin, $7.59 million, nearly double the previous record.	high
by comparison, for the first nine months, xerox earned $492 million, or $4.55 a share, on revenue of $12.97 billion.	low
these will be located in different places: the sprayer for the successful patroller pheromone will be located on the rear at the base of antie, corresponding to the glands that researchers believe the ants drag along behind them to mark returning paths, while the successful forager and cuticular hydrocarbon sprayers will be located on the skirt.	low
"in ""eternal prisoner,"" madame white snake's bewitching beauty follows her lover hsü into his dreams, and the next morning ""he was so distracted that he could not concentrate on doing business."""	high
her brows drew together, creasing the lovely, caramel-colored skin around her eyes and showing the pattern for an old woman's wrinkles on her forehead.	low
"""dead can dance"""	low
don't you agree that the lion and baby seal are looking right into your eyes?	high
kids like tommie j., made a ward of the court because of repeated beatings by an alcoholic father;	high
humans, in the process of defining themselves, look to immediately recognizable factors in order to differentiate themselves from others.	high
"she says i am emotionally a child, to which i reply, ""of course."	low
"""it's okay, you can trust him."	high
her dangerous sexuality is the key.	high
so great is the pressure on the available land that most of hong kong's colonial architectural heritage has been demolished and replaced by new skyscrapers.	high
"""i understand baseball moves, i've been through this before,"" said fabregas, who is headed for his eighth major-league team."	high
marathon winner released from hospital	low
a cap & trade system worked very well at reducing sulfur dioxide pollution in the us, finance types and all.	low
again, standard filmmaking techniques are interpreted as smooth distortion:	low
the distinctive whuffle of pleasure rippled through the betas on the bridge, and rakal let loose a small growl, as if to caution his charges against false hope.	high
"i said, ""frodo's been visiting you, eh?"""	low
earline s. moore president	low
this remains true even with one of his last compositions, the concerto for orchestra, written two years before his death in 1943.	low
antie would use a system for processing the input from its polarization compass based on the compass designed by lambrinos, moller, labhart, pfeifer and wehner in 2000, consisting of two photodiodes with blue filters and polarizers.	low
as is typical of his school, his pieces are sealed in stopboxes.	low
several boards were missing, making a door to the small room inside.	high
"it's not easy for me to ask a favor."""	high
princess and heir of franz ferdinand fights to repeal a law and gain a castle	low
they help in remembering steps in a ritual or ceremonial gestures.	low
that last one was to me.	low
they took their seats within the car and his driver set the horses trotting.	low
we simply can't afford to lose you.	high
asked the hunchback.	low
religion, he said, is like a drugstore full of medicine.	low
if it was march, that meant that we'd been together almost a year and a half.	low
olympic judging scandal deepens with arrest of russian crime figure	high
valery de long director of development	low
i decided it couldn't have been.	low
the united states cut virtually all military links with indonesia in 1999 after its forces were implicated in the violence that swept east timor after that territory voted for independence.	high
"so on the offchance that it will help, why not?"""	low
tibbets was a decorated, top-gun pilot, but karnes could wrangle the military rule book as well as tibbets could fly.	low
britain to limit workers from romania, bulgaria	low
instead, both these stories feature many moments where readers have great sympathy for her, despite her depraved sexuality.	low
but words, if you repeat them enough times, lose their meaning.	low
as the stream wound its way through the largest pines, grown so great as to eclipse that feature of the landscape they had once crowded about for sweet water as saplings, allan continued, slowing his pace to climb across the toes of the slumbering giants.	low
the tonal center b♭ is established immediately in measures 316-318 by the strong v-i chord progression (example 16).	low
call pat bray at 241-2661 or e-mail, jcfundrzr@aol.com	low
they are utterly out of step with their alaska constituents ... the state agency that manages alaska wildlife ... and the rest of the american public!	high
some vital part broke, and...	high
it was all too much for me so i focused on the part i could handle.	high
>hotel california	low
'hey!'	high
the tang clan's earliest walled village was lo wai, which also has its defensive wall intact and is entered by a narrow gate.	low
all african amputee football games kick off	high
salt marsh hay.	low
keno is a variation of bingo in which the player chooses numbers to bet on before the draw is made.	low
detroit police are watching you!	high
"he certainly does not ""attribute it to a speech where it was not uttered"" and, as noted above, doing so twice would make no sense whatsoever if moore was the mastermind deceiver that his critics claim he is."	low
come on, i don't have to get fucked up every time we go out just to enjoy myself.	high
"""i've won at every level but college and pro,"""	high
tinian island was the staging area where the 509th moved after its creation in the desert.	low
free service calls.	high
she opened the bowl and carefully, gingerly brought out a fat, dripping leech.	high
"""now, how can i help the elegantly mannered friend of my nepthys and his surprising young charge?"	high
off the beaten path in sham shui po, west of the junction of nathan road and boundary street, is the lei cheng uk han tomb and museum on tonkin road (open monday–wednesday and friday–saturday 10am–6pm, sunday 1–6pm; closed thursday).	high
june 26, 1995	low
we're not ready yet.	high
then --	low
real mallorca rock leaders sevilla	high
"believe me when i say that you will be read a century from now."""	high
i got a strange feeling that we weren't supposed to be driving here.	high
