sentence	label
a lot of damage was caused by this crisis.	low
already, the lack of water is fueling tribal conflicts and insurgencies, mr. eryani said.	high
alright, well, i guess i just made a newbie mistake.	low
also any other hotels to consider?	low
also does plattsbugh air force base still exist ?	low
also having a hard time deciding which area to stay in.	low
also hotel recommendations would be appreciated.	low
also if you want full functionality of your printer try the hplip software: http://hpinkjet.sf.net	high
also interested in a great place for breakfast.	low
also, is there a way to have it spindown  while not in use for a certain period of time and come back on when the  drive is requested?	low
"also, looking back at threads since breezy was released, there's lots of ""<layout> doesn't work""."	low
also, moreau state park is nice but a bit further and i'm not sure if they have rv hook-ups nysparks.state.ny.us/parks/info.asp...	low
also on facebook here.	low
also some good independents on main street.	low
also the install that i am using is prety fresh.	low
also, the led light stayed on.	high
also, the segment i taped yesterday with bill moyers should be available on the pbs site later today -- here.	high
also to get to the restaurants, shops and even the lobby of the hotel, it is a smoking property, so there will be people smoking in public.	high
also under trip advisor feb 6,2006 was: traveler rating: 4 circles were shown, only 1 wasn't which is excellent rating, sadly that doesn't copy and paste here.	high
also up for grabs is a house seat from the 9th district, which includes pullman and cheney.	high
also, what area is the best to stay in, to be close enough to all the sites but with plenty of places to eat in the evening.	low
also what happens when you run:  sudo dpkg-reconfigure -phigh xserver-xorg	low
also you shouldn't miss whiteface mountain.	low
alternatively, you can look up their menu at www.menupages.com, but note that some may have special christmas menus.	high
although both men deny it, there is speculation that the president wants to hand power to gamal, our correspondent adds.	high
although he denies committing the crimes, he pleaded guilty to using a passport and credit card that did not belong to him.	high
although qian, a hangzhou native in east china's zhejiang province, had long been a beijing resident, his hometown friends feel close to him.	high
although the chinese government has not taken action against yuan or the publisher, a nongovernmental organization, the chinese assn. for the promotion of olympic culture said last week it would file a civil lawsuit against yuan's publisher, beijing fonghong media co., to prevent publication of any copies beyond the 200,000 in print in china.	high
a man and his son who were in a car on a bridge that collapsed in nearby batangas province were also missing, said regional disaster officer fred bragas.	high
a man drowned after being swept away by strong currents as he tried to cross a creek in rizal province's pililla township while carrying his 1-year-old child, who remains missing.	high
amarok is also a very good audio player.	high
a maryland woman lost her accounting job after a background check performed through the fbi's criminal database indicated, erroneously, that she was unsuitable for the job, according to the baltimore sun.	high
a massive part of the profit from the concerts would have come from the high-definition video taken at each performance.	high
a meeting of top seers from the temple town has demanded the jagadguru's personal appearance on november 8 and also an unconditional apology, or face de-canonisation from the chair.	high
amid growing controversy over politicians' finances there has been mounting pressure for peers to guarantee that they pay tax in this country as a condition for membership of the house of lords.	high
am i limited to manually searching via ls?	low
among his chestful of awards were the navy cross, two silver stars, two distinguished service crosses, two distinguished service medals, and two legion of merit awards.	high
among other things, she's been president of the association of bay area governments and chief of staff for then-state sen. bill lockyer and former oakland mayor lionel wilson.	high
among tba's first clients was the government of kuwait, which agreed a seven-figure deal for advice on 'good governance' from the former prime minister.	high
among the coup backers, there were concerns over the elections and a growing realization that their scattering of allies in the u.s. congress weren't winning the battle for administration support, said state department and u.s. congressional officials.	high
among them are 1,000 pages of the dossier of sascha anderson, an avant-garde artist who was in the service of the stasi but always denied any deep involvement.	high
"among the thirteen new taxes found in the bill by americans for tax reform is the ""medicine cabinet tax,"" which bars people from paying for non-prescription medicine with tax-deferred health savings accounts."	high
a month later his application for permanent residency was approved.	high
a more elegant solution would be to go to  system settings and on the top (personal) click default applications	high
an admiral in john ford's 1945 film version of the story explains the brutal rationale for allowing so many americans to be defeated and captured:	high
"""an agreement is the way out,"" shannon told the hondurans, according to a senior obama administration official."	high
analysts say mr mubarak is under pressure from the united states - a close ally and major aid donor - to introduce democratic reforms.	high
a national airport will be built at the old air force base.	high
"""and a lot of economic trees gone. the anglican church is on the verge of going. one man from egboku after going to wedding, seeing the volume of water, he stopped his car to see the depth so that he will know how to pass. as soon as he stepped down, he was swept off to the stream down there and that was the end of the man."""	high
and apeared to have the same problem.	low
and, as always, today i will do what i believe serves their interests best.	low
and as helpful as the mol wiki page was i still can't seem to get this working.	low
and as you would expect, this new crop of super-powered phones are making heavy use of the mobile web.	high
and at least one environmental group wondered why responders didn't immediately place a protective boom along crown memorial state beach in alameda - the spot hardest hit by the spill.	high
and at the risk of maybe sounding undiplomatic, pakistan has to have more internal investment in your public services and in your business opportunities.	high
and does yahoo really want poor mrs. fletcher as its new mascot?	low
and everything is fine tell i try and update and i get this.	low
and, for all its faults, no one has come up with a better system than democracy.	low
and for the original question, no idea, have you tried renaming it to .iso, just to check if it works?	low
and found a quick solution:	low
and fun fact: the school they filmed this is in is the school your cutie anton yelchin attended	low
and globally the ace index this past spring and summer were lower than at any point during the last 30 years.	high
* and here's today's very amusing installment in the alan grayson chronicles.	low
and how can i fix this	low
"and how do i use ""ybin -v"" to install it?"	low
and how much is the cab going to cost approximatly??	low
and i don't have that many gigs of music.	low
and, if anyone knows, where might we rent bikes???	low
[and, if i switch to them, i can't even switch back. have to go to a separate computer, ssh in and restart gdm. *very* annoying at best.]	low
and if so were you accepted or denied?	low
"and if you don't want to dual-boot, if you only want to have ubuntu installed, just select the option ""erase entire disk"" during the partitioning process of the install."	high
and if you're still scrambling for a costume, we happen to love these hallow-memes, but good luck trying to pull off anything remotely as cool as the the real life iphone costume.	low
"and if your with someone let's say ""out of shape"" will it be difficult for them?"	low
and i'm serious.	low
and, in a district that hasn't elected a democrat since the civil war, the republican candidate today, four days before the election, announced that she is standing down - all but assuring that the democratic candidate will fail there on tuesday.	high
and in its middle-class neighborhoods, baghdad is a city of surprising topiary sculptures: leafy ficus trees are carved in geometric spirals, balls, arches and squares, as if to impose order on a chaotic sprawl.	high
and i presume the right click option then doens't get the rights or prompt for the password.	low
and it hard to see if the original pppd script is still repeating in there.	low
and it will be penalties for violating regulations.	low
and it worked.	low
and it works, pretty well!	low
and lol this was filmed right down the street from me, so enjoy my 'hood.	low
and look at how bad the decision to choose identity over ideology turns out to be.	low
and many people seem to be planning a tribute to the late pop star michael jackson - searches for [michael jackson costume] started spiking in june of this year and have increased steadily since then:	high
and more polling stations may mean more opportunities for fraud.	low
and neither did anyone else who was in the know.	low
"""and now it comes from the internet and satellite channels."""	low
and now let's look at some of the other stories that shaped our week.	low
and now we know.	low
and of course for the bit of software that came with it, it will serve.	low
and on the custody issues levi's having now: it's startin' to get bad again.	low
android 2.0 offers a new set of photo settings to be tweaked, so we'll be experimenting with those to see if we can improve the results.	high
android struggled somewhat withe the g1 device, but is seemingly about to experience a resurgence with the launch of the droid smartphone, a device that is garnering brilliant reviews, even from the most apple-centric authors.	high
"and she's ""learned what's important in life?"""	low
and so at some point, when you ask for partnership, you have to ask what the equity state is that pakistan itself is looking to make, because it is difficult to go to our taxpayers and say we consider pakistan a strategic partner, we consider it a long-term friend and ally, we have supported it since its inception in 1947, we want to continue to do so, and have our taxpayers and our members of congress say, well, we want to help those who help themselves, and we tax everything that moves and doesn't move, and that's not what we see happening in pakistan.	high
and someone said that certain mp3's will cause gstreamer to bail out.	low
and thank you all for your help.	low
and that's what this debate is about next week.	low
and the mail on sunday understands that tony blair's former spin-doctor alastair campbell - said to be the inspiration behind malcolm tucker, the tyrant played by actor peter capaldi in the bbc2 satire the thick of it - has taken on an increasingly influential role at no10.	high
and then a more sophisticated and amusing twilight/new moon-inspired, vampire related commercial for bing:	low
and then, the piece de resistance of the feminist movement, abortion, comes to the fore.	low
"""and then there's [the question of] who picks up the tab for exceeding those minimums."""	low
and then there were his children.	low
and then x doesn't start?	low
and there are no any other forum on intel.	low
and they further the picture of a regulator at which the right hand didn't know what the left was doing, and which depended on inexperienced and over-matched agents to sniff out complex financial frauds like madoff's.	low
and this is a problem that extends far beyond the east bay campus' borders.	low
and this is exactly why parasite will never be an official member of the big slut club.	low
and to singer's credit, nowhere in the piece does she point this out.	low
and viewers seem to agree.	low
and we waste far too much energy trying to categorize it.	low
and what could a lawsuit mean for them?	low
and when i right click i can select the script but nothing seems to happen.	low
and who knows?	low
and why isn't he?	low
and would having to come and go more than a couple of times in the day be inconvenient?	low
and yes... i do have the files listed above.	low
"andy rubin, a google employee involved with the android project, said that ""we're not making hardware, we're enabling other people to build hardware."""	high
"a new feature of the 27"" imac is its ability to act as a display for another displayport computer."	high
an i.b.m. spokesman declined to comment.	low
a nice view with lobster would be great...but of course we want the food to be excellent as well. :)	low
an index of export orders climbed to 54.5 from 53.3.	high
an initial autopsy concluded that there were 'no suspicious circumstances'.	high
an interesting way to gauge this would be to figure out the timeline on the vanity fair piece?	low
"an iraqi man accused of running down his daughter in arizona because she had become ""too westernized"" is being held on two counts of aggravated assault, police said saturday."	high
"ann lawrence said: ""the inquest was a case of people forgetting where they were and losing key papers. it was a joke."""	low
annoyingly, sometimes it works absolutely perfectly without me altering any settings, only to be back like this next time i try and use it.	low
"annual spending by the national security state (when you add in the spending that's outside the ""regular"" pentagon budget) is almost as high as the $900 billion ten year price tag for a universal health care bill."	high
an obvious way to save power, then, would be to turn the display backlighting down, and we'll be experimenting with that over the weekend to see what sort of difference it makes.	high
another disappointment so far has been the camera optics, particularly in the still photos we've taken, and it's difficult to tell whether you're getting more value with the extra megapixels over, say, the iphone 3gs.	high
another fun experiment you can try at home!	low
another one is 1871 house - http://www.1871house.com	low
another reason: i'll call it sarah palin syndrome.	low
another round of visa revocations, this time targeting families of de facto government officials, was also being threatened, a senior state department official said.	high
an output index rose to 59.3 in october from 58 in september and a measure of new orders climbed to 58.5 from 56.8.	high
anthony sowell, 50, was arrested in cleveland, ohio, after police received a tip-off as to his whereabouts.	high
"anti-collision lights on sea kings had been replaced with strobe lights that ""blinded the pilots at low level, over water or in mist - so they switched them off""."	high
a number of other displays followed, and the state eventually declared a moratorium that froze several pending permit requests.	high
any help is highly appreciated.	low
any help that anyone can give me would be great.	low
any help with getting this stable would be appreciated.	low
any help would be appreciated,   sagotis	low
any idea how i could fix this?	low
any idea on the cause?	low
any idea or suggestions???	low
any ideas?	low
any ideas?	low
any ideas how to resolve this?	low
any ideas if this is the place for us?	low
any input on which would be the best?	low
any luck?	low
any noteworthy restaurants nearby the minskoff theater.	low
...anyone?	low
anyone?	low
anyone experienced anything similar?	low
anyone have any ideas?	low
anyone have any ideas on how i can turn it on?	low
anyone have any suggestions for clean quiet and nice campgrounds.	low
any opinions?	low
any other help would be appreciated!	low
any place in woodstock you'd recommend staying?	low
any recommendations?	low
any reviews on the koa in lake placid area?	low
any self-respecting whore knows that halloween is amateur hour.	low
any suggestions as to where to stay by the colleges?	low
any suggestions for a nice place, not outrageously expensive, in the city?	low
anything closer to cooperstown with nice hotels?	low
anything in particular along the hudson you'd recommend seeing/doing?	low
any thoughts?	low
any tips???	low
"any tips on what is a ""can't miss"" ?"	low
any tips would be incredible helpful as i'm posting this in all three forums...	low
anyway...	low
anyway, i'm not really aware of mime type management : are there some things not to do if i don't want to screw my system ?	low
anyway it works fine.	low
anyway kppp no longer hangs up and reconnects every 2 minutes.	low
anyway, old imacs look cool!	low
anyway thanks alot..	low
anyway, thanks for the info!	low
anyway thats input that i can think of on my gc89 experience thus far.	low
anyway you can look at the source code of the bchunk:	low
a pilot reported seeing a fireball about 7:10 p.m. thursday near the crash site.	high
a poorly received lc-less third season sent the laguna high kids packing.	low
apple benchmarks the high end nehalem core i7 as being up to 2.4 times faster than the core 2 duo.	high
apple has created a media consumption experience that has reduced friction to such a point that soon the consumer will not know if he is buying music, a movie or a game.	high
apple has made it painless for consumers to spend money and get the media they want where they want it, proving that consumers are happy to pay for media if delivered in ways that make it easy and blissful to consume.	high
"apple has revamped the imac with a huge, cinematic 16:9 27"" screen, fast cpu options, standard wireless keyboard and magic mouse, a staggering 16gb ram capacity, and a new video input feature."	high
applications that let consumers interact with the media.	low
appointed freshman rep. david taylor, r-moxee, running to complete the former term of dan newhouse, who was appointed democratic gov. chris gregoire's agriculture director.	high
a quick fix was installed over labor day weekend, but engineers failed to appropriately factor how weather and traffic would affect the repair.	high
a quick little update.	low
a reading above 50 indicates an expansion.	low
a recent article in the new york times touted reinfeldt's name in its list of top contenders.	high
a report from the commerce department on nov. 3 is expected to show that orders placed with u.s. factories rose 0.8 percent in september from the previous month, according to the survey median.	high
are serena, vanessa, blair, chuck, or jenny good guys or villains?	low
ares i-x is the test vehicle for the ares i, which is part of the constellation program to return men to the moon and beyond.	high
are there any others that i'm not aware of?	low
are there any tours available for doubleday field?	low
are the shuttles frequent?	low
are they open to public?	low
are you aware that you posted in the mac forum (yeah, i know the heading is a bit misleading)?	low
are you driving from detroit or are you flying?	low
are you excited to see these three share the screen together?	low
are you looking forward to the movie?	low
are you refering to spac ?	low
are you running beryl for xgl or aiglx?	low
are you talking about impress crashing after viewing a presentation in slideshow?	low
are you trying to connect to wireless b enabled networks.	low
are you using kde?	low
are you using the t-mobile network, and not cingular or something else?	low
ari abdallah morales, 16, of san pablo and marcelles james peter, 17, of pinole were transferred out of richmond high to continuation high schools.	high
arias and the oas had laid the groundwork for a deal, but the main sticking point -- zelaya's reinstatement -- seemed insurmountable as the de facto government consistently balked.	high
ariel hyatt has been blogging about the concept of 1,000 true fans and has an interview with musician matthew ebel, an up-and-coming musician who makes a living from his music, and breaks down the details -- including pointing out that he makes 26.3% of his net income from just 40 hard-core fans.	high
arreola finished in about 38 minutes, half as fast as his typical time of 19 minutes.	high
arreola grew up in mexico city where he learned about the day of the dead, a holiday that blends catholic beliefs with indigenous traditions.	high
arreola had helped organize the funeral of cpl. anthony mihalo of naperville and delivered a box of medals and patches to the family of lance cpl. jesse de la torre in aurora.	high
