sentence	label
"i'm very excited we'll be on the same team for a while."""	high
and the artist says no, only those which cause the most pain, for those would be the truest memories.	low
i've never been there, but ever since that mad, possessed american history professor i had, i've been haunted by detroit.	low
hong kong's stores are usually able to arrange shipment.	high
judge threatens to shut down air-india inquiry	low
waertsilae marine's bankruptcy proceedings began tuesday in a helsinki court.	low
we're asking for a contribution in the amount of because you can't got a better bang for your buck than to support an organization that impacts so many lives in so many ways.	high
"""don't name her 'what did you say?', okay?"	low
now i believe almost anything is possible.	high
that need is being met.	high
crisp whiteness on the other hand expresses a sort of luxury, and leisure.	high
allan leaned forward unconsciously.	low
but see for yourself, because these special rates are available only through january 7, 2001!	high
"""i am concerned that nonmedically trained people as legitimate prescribers of drugs will not be accepted by the american public,"" says psychologist gerald c. davison of the university of southern california."	low
he saw that i wasn't moving.	low
"what's the difference between that mass destruction and the mass destruction over at columbine high school?"""	low
now you do it.	low
but as the craze died, coleco failed to come up with another winner and filed for bankruptcy-law protection in july 1988.	low
the papers and the lantern's flame trembled as the thin fingers of a great black willow rapped gently on allan's window and wall like a stranger knocking on his chamber door.	low
"she said, seeing his expression, ""that would make the stone rather useless."""	low
the colombian constitution stands in stark contrast to the failure of the guatemalan indigenous rights referendum of 1999.	low
hatton hands back ibf title again	low
it is true that moore's film is sometimes unintentionally deceptive, but to call it fraudulent is hyperbole to the extreme.	low
from beginners to experts, they are into hiking, camping, and backpacking.. .cross-country skiing and snowshoeing... rock climbing and mountaineering.. .canoeing, kayaking and bicycling.. .nature photography and birdwatching. . .and relaxing alongside nature.	high
"make a world worthy of the children that your generation will bear."""	high
so empty it hurt.	low
they are utterly out of step with their alaska constituents ... the state agency that manages alaska wildlife ... and the rest of the american public!	low
with its garish pagodas, artificial caves, and brightly painted statues of well-known taoist and buddhist legends, the garden is an obvious photo opportunity.	high
"""one half-pint of human blood, willingly given, and his fine head of hair for the stone."""	low
these stories draw from the long tradition of supernatural and ghost stories, which usually end with the demon destroyed or at least subdued.	high
these non colors allow for the appreciation of color.	high
the big green-and-white boat weaves its way through an ever-changing obstacle course of both large and small craft, and the soaring skyline of hong kong island draws nearer.	high
a job worth doing is worth doing crappily.	low
stop cancer with a shot	high
i expected him to pull out a gadget with blinking lights and was wondering which way to duck.	low
the international fund for animal welfare is one of the largest, most effective animal welfare organizations in the world with a special mission to save animals' lives, prevent cruelty, and protect natural habitat for wildlife to live and enjoy life in harmony with man.	high
"she cooks that way, and i cook that way."""	high
the program is being copied by other cities and has attracted students from all walks of life, ages 16 to 68.	high
when a punishment - often public and corporal in nature - is carried out, the group feels the effects as a whole.	low
astronaut may have buckled under stress	low
"my mind began to dissipate, but then i felt the pain withdraw and a lifeless voice said, ""this one's blood isn't worth drinking."""	low
through the colorful pages of national wildlife you will be fascinated by exquisite photography from some of the best nature photographers in the world.	high
it's a dumb idea.	low
hmong farmers grow them in california's central valley, and mexico has a substantial crop.	low
i wasn't, not really, but i'd lie to get the conversation going.	high
your friends will love you for it and you'll be helping amc and its stewardship of the environment with each gift you give.	high
to deal with the first: it hurts to remember.	low
the terrorists could strike any time they choose, through any of the numerous loopholes so well reported in our media.	low
"""we were convinced then, and i still am, that we ended the war a year or two earlier."	high
no time for answers.	low
our average gift is about $21.	high
i couldn't move.	low
goodwill helps people get off of public assistance.	high
u.s. commander: iraq not hopeless	high
exhibits cover fishing, seaborne trade, sea transport, and there is an aquarium.	high
these sensors would correspond to the cells in the ants' eyes sensitive to polarized light, and research has shown that many insects, including ants, do navigate using a path integration system synthesizing input from a polarization compasses and from a sort of odometer (labhart, et al, 2002).	low
"although he said the gators will be excited to play the hurricanes, ""i don't want to talk about that game,"" zook said."	low
nepthys slapped me on the back.	low
so they're probably worse than we think, okay, that's great.	low
this is good, he thought, pausing to raise the low light of the lantern.	high
dance.	high
"""for me, it's very difficult to be certain that the information which is given to me is real,"""	low
beyonce in a bikini as si's swimsuit cover model	high
in this case, the something in question was watching the wonderfully named angel pagan hit an inside-the-park home run and initiate a triple play in the same game.	high
morrissey may cheer up eurovision	high
4. he's put himself in a position where if he leaves cleveland, every other city (and cleveland) will be rooting against him	low
name address city, state, zip	low
had he been faster, he could have had rage.	low
someone standing just in the lip of an alley glared at me with gleaming eyes.	low
"regarding the nra website excerpt about the case and the highlighting of the phrase ""48 hours after kayla rolland is pronounced dead"":"	low
he is weak-willed and not particularly useful.	low
the complaint casts the salt lake city figure skating scandal in a more serious light than the cronyism and vote-swapping that have tainted the increasingly troubled sport.	low
is this the proof that all countries deserve democracy and its inevitable cancers, corporatism and capitalism?	low
religion and respect for parents has not yet gone out of fashion.	high
they lack the means to build her back to her former glory, but she won't be abandoned.	low
because each of the hundreds of processing machines is self-enclosed, and essentially airtight, the uniforms operators wear are less constricting than in the previous generation of chip plants, which looked like space suits.	high
james brown's 5-year-old son left out of will	low
i dimly remember three bedpartners who were probably human, and one that i hope was delirium.	low
matter-of-fact.	high
taiwan's 'mr. clean' indicted, steps down	low
"this booing by the crowd, not mentioned with a single word in your transcript or your article, shows that the crowd was fully aware of the controversy they would cause by coming to littleton after children were being killed there -- and they effectively said ""fuck you""."	low
anti-wolf interests are prepared to spend hundreds of thousands of dollars to make sure that the new land-and-shoot law stands — even though most alaskans do not support it.	low
she still hadn't spoken since i named her, so i wasn't sure.	high
better still, go shopping with an expert.	high
we go to movies, dinner, concerts, and other stuff like that, but i have also been able to participate in charity events and fundraiser type things.	high
neither do the rest of us who feel the positive results of their success.	high
the enclosed copy of wildlife watch highlights what is involved in the major campaigns we're currently conducting for wildlife ... and the challenges that lie ahead.	low
even in the wake of successful suits that challenged the protectionist laws that wholesalers originally pushed, the state retained extraordinarily broad authority to maintain a robust system of alcohol controls.	low
"""after i got my beautiful black lab, i finally felt like a human being again."	high
i guess i probably should've known, though.	low
registration does not imply endorsement, approval, or recommendation by any state.	low
i glanced back over my shoulder.	low
i thought about our new, enhanced local efforts, our expanding scientific research and educational programs, our fresh new writing in audubon magazine.	high
the horses.	high
wherever we went in those neighborhoods, one in four houses had been torched.	low
the bridges were barred by night with iron gates to keep the chinese out.	low
further, the committee notes section 1(c)(1) of the senate gift rule (35) concerning anything which is paid for at market value or returned . . . as well as your commitment to pay for any item which the committee might conclude were in violation of the rules, and has further concluded that you must pay chang an amount sufficient to bring the total to fair market retail value of the tv and cd player, as well as the fair market retail value of the earrings given to the three individuals at your home, with appropriate interest.	low
oregon snorkeler mistaken for rodent, shot in face	low
the crew was horrified by the purple mushroom cloud that climbed to 10 miles and looked as if it would engulf the enola gay.	low
"""breaking the ice"" is easy"	high
in her palms, the droplets of blood swelled into small pools.	low
smith can't be buried until hearing	low
i want to pick up with tasha and me walking about the sleeping flamingo, and then, for the sake of literary convenience, to say that from a corner of the yard i saw a neighboring house, and the sight filled me with darkest forebodings.	low
i couldn't tell how many people were running, much less where they were.	low
"""nice, my man,"""	high
the announcement of the closing of the mills in 1977 was the beginning of a downward spiral, which would send the entire valley into chaos and ruin.	low
"""if this fool hadn't accidentally woken her up before we could give her to our contact."	low
"""i had a hunch you'd be at arthur's today,"" said nathan, ""so i thought i'd wait here for you."""	high
"""like it?"	high
"""that is to say, under the total absence of color, there is a vague reminiscence of all colors that have been ""killed"""	low
after our caseworkers meet with these families and their children they often find they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc.	low
the st. louis company earned $45.2 million, or 65 cents a share, compared with $84.9 million, or $1.24 a share, a year earlier.	low
it contains elaborate replicas of china's chief monuments in impressive detail, including a scaled-down version of the great wall.	high
when the russian government dammed the river, my parents decided that instead of dying with the river, they would stick with the people of the village they'd protected.	low
a bleeding, eyeless thing shuddered and beat its arms against me, but i ducked around it and toward the bar.	low
"the new york times correspondent wrote that his friend mitch's $1,900 home ""had already been stripped of its appliances and wiring ..."	low
carbon offsets 'harm environment' http://news.bbc.co.uk/1/hi/uk_politics/6378471.stm tuesday, 20 february 2007, 17:31 gmt	low
iraq closes borders with syria and iran	low
e and f♯ are both active throughout the entire transition from second theme back to first theme (measures 456-487) which brings out their functions as upper and lower chromatic neighbors to f, which returns triumphantly in measure 488 with the much-anticipated recapitulation of the first theme.	high
then there was light, a kind of rosy glow, and i felt the stone slip out of my hand to float in the air.	high
too young for this: facing cancer under 40	low
in order to develop job skills, a man with some serious disabilities begins working in goodwill's industrial division.	high
there was nepthys, on the other side of the pews, holding the wooden box in his hand.	high
you can't squeeze blood from a stone, and you can't get big vegetable crops from sand dunes.	low
"""it's not the big, earth-shattering stuff,"""	low
because of this it is possible to take up any given colors and make them harmonize	high
i went on a spree, and it must have been a good one.	high
"""the timing is peculiar to abandon psychological science or to convert it to a medical science,"" explains elaine m. heiby of the university of hawaii, who chairs a committee of the 1,000-member american association of applied and preventive psychology that is concerned about the medicalization of psychology."	low
"but this prestige has nothing to due with the law that demands ""napa valley"", in addition to simply ""rutherford"", be placed on these wines."	low
judd: my pleasure! july 16, 2010 at 09:42 am	high
(don't like the milk they sell?	low
the white of the walls intensifies the color of what is set before them.	high
launching the electronics free trade zone in dubai	high
"it is not a flawless diamond -- the ""48 hours"" scene in particular suffers from bad editing, the statistics are suboptimal, and heston gets a bit more bashing than he deserves."	low
""" --on time."	high
the mother elephant has a watchful eye on her young calf.	high
the cause - undetermined, but the suspected culprit is pollution poisoning our oceans with toxic chemicals and sewage.	low
ray took a drink from his glass of ice water, and shook his head.	low
phone calls were monitored.	low
two forts stood on the playground, and a hot, bare battlefield separated them.	low
clijsters looks for a long goodbye	low
each wafer, holding hundreds of chips, is worth $6,000 to $10,000 apiece, depending on what insulation, circuitry and materials are used.	high
continuing around the peninsula in a clockwise direction brings you to the rua da praia grande (big beach street) — a pleasant promenade with shaded benches under the banyan trees.	high
peron held over '70s rights abuses	low
"""it gets a little fake when you have billboards and a campaign,"" he said."	low
lumpy, i'm not a democrat and i don't much approve of the democratic party.	low
he lives around here somewhere.	low
go ahead, take a nap, science says	high
"is this ""negotiating with terrorists"" or ""trying to appease the terrorists,"" as some israeli/neocons would try to say?"	low
i will not answer the phone for a week, no matter whose face appears on it.	low
the centers that serve these areas, mary rigg neighborhood center, hawthorne community center, southwest multi-service center, and christamore house, have teamed up to run an exciting job readiness program for 14 and 15 year old area residents called the summer enrichment program.	high
i worried for just a moment when i started waving my hands.	low
"""for your kindness in inviting a stranger into your home."""	high
although for other cities this would simply be a minor economic setback, for the people of youngstown and the surrounding area, it meant disaster.	low
on the steps in front of the altar, i saw pale forms and realized that they were rachel and two other women.	low
philippine president welcomes senate approval of anti-terror bill	high
the most typical of these are harbor cruises, usually including dinner and dancing on board an air-conditioned floating nightclub.	high
in a few minutes, we were back to the first door we'd knocked on in this town and dvorov himself was greeting us.	high
"the rumor in the crowd had been that ""anything under $6 million would be a bargain,"" said ute wartenberg, executive director of the american numismatic society in manhattan."	low
allan cried out at last, stepping forward and casting his arms open, confronting arthur with this demanding, pleading interrogation.	low
"but much contemporary work is also fetching ""a great deal of money,"" says miles barth of the international center of photography."	high
lykes ignored the letters, so the coalition turned once again to the federal government.	low
trains crash near thai resort town	low
earthlink ceo dies at age 49	low
"he sounded surprised and said no, he needed me to help him get rid of ""a large quantity of gold."""	high
"""experience. excellence. carl mccall"""	high
it was the brain, mostly; the amount of information the machine had to process to be able to function at the level it did ate up a lot of resources.	low
momma had smacked chad for saying it which hurt, and then she had cried, which was worse.	low
it was the only european gateway to china, and through macau flowed western technology and religion.	high
"when child was asked some years back what she would order for her last meal, she ended the list with ""something chocolate for dessert."""	high
whether it is to fund additional land for the addo elephant park in south africa where 29 calves were born this year or our partnership with future generations to save vital habitat for moon bears, bengal tigers and other animals, or our response to move orphaned lions to 500 acres of protected african bush where they will live safely for the rest of their lives… we are committed to the concept of animal sanctuaries.	high
your gift of at least $5 or $10 or even $15, will help the hsus save millions of animals.	high
a moment later, he opened them again and stepped aside to let us in.	high
please make an investment in the stability of our community by sending a gift to goodwill.	high
female astronaut sets record	high
prescription privileges make some psychologists anxious	low
as the name suggests, local leaders wanted to instill the people of youngstown with a fierce sense of urgency, driving them forward to confront steel companies and owners and help secure the future of the region.	high
…but, sir, this is an unusual situation.	low
to say her face fell would do a disservice to tasha and to literature.	low
"when there's a boycott, lassen said, ""it's not environmentalists or chefs making the sacrifice, it's coastal communities."""	low
ps. your neighborhood is also ready for time warner cable's road runner high speed online service.	high
goody products inc. cut its quarterly dividend to five cents a share from 11.5 cents a share.	low
houston, she's got some problems	low
the dog weighted only 45 pounds -- less than half of what a dog his size should weigh -- and he had several infections.	low
however, consciously or unconsciously, these authors created a female character who fits the characteristics of a feisty heroine.	low
jones faces europe meetings snub	low
bill gates and craig mundie: vista is secure, employees are not	low
a third motor will lift and lower the grippers, allowing antie to raise and lower gripped items as an ant would by raising and lowering its head.	high
vive la oivv oiv_wine_labelling_standard_en_2006 re at fredric k's btyh website there is a review discussing macrostie pinot noir.	low
now, with your increased commitment, we can save more of our planet's cherished wild species and their irreplaceable habitats ... as we strive to ensure a healthy and thriving future for our extraordinary natural world.	high
better to call the introduction of h.r. 5034 what it is: an attack on the entire alcohol industry and consumers for the sake of protecting wholesaler profits.	low
and i think this is what they are waiting for.	high
"""i had never had a pet."	low
"the wholesalers would have argued that the racist ""separate but equal"" philosophy had no business being litigated and that we should wait for the legislatures that enacted the racist laws to overturn them with new laws."	low
"as governor, i'll make sure that every kid in new york has the same opportunity i had, to get a good education."""	high
jobs were scarce in other steel-exporting countries, and labor laws were either non-existent or allowed employers to pay much less for work.	low
nadal wants australian open crown	low
china's 'nightmare scenario'	low
"but if tasha will forgive me --"""	low
"""sometimes you never see the good work your money does. i see the results... the guide does i've helped sponsor dramatically improve the lives of the men and women who receive them."""	high
heston's answers in the interview were evasive and unhelpful.	low
i can't help but wonder if ms. seltzer's book with all it's far-fetched, tales-from-the-urban-jungle flair, would have passed the smell test were it read by a more diverse panel of editors.	low
a few blocks up nathan road is kowloon park (open daily 6am–midnight), elegantly laid out with fountains, promenades, and ornamental gardens; be sure to go up the steps to see the sculpture walk.	high
where will these pawprints lead?	low
you suggest that this is a bad law, that sonoma county will never be associated with high quality wine in the way napa county is.	low
and i also hope you'll take a second important step today, by supporting audubon's vital conservation work with a generous tax-deductible gift.	high
"""i'm sorry, too."""	low
3. for all that is wrong with detroit -- and that's nearly everything -- you'd be astonished by the pride that detroiters have for their city.	high
"yes, said richard brilla, director of the new facility, ""but the donuts are a lot more costly here."""	low
i stepped up behind him and raised my hands, which almost seemed to be glowing.	high
rights group halts violent nepal strikes	high
if science finds a way to safely free the subjects of emil's art, perhaps the i who reads this file will know that my decision is wise.	high
a corpulent, batrachian woman walked along with something on a leash that looked like a massive water beetle.	low
i've written about urbino before , but because the wife is providing me with such dazzling photographs of the city, i feel compelled to do so again.	high
then the stake came down into his back and one, two, three strikes with the hammer drove it in.	low
apple's dark secret? the 39% claim	low
"""perfectly dreadful, my dear mr. mason,"""	low
although the music may seem strange to the unaccustomed ear, it certainly won't put you to sleep; cymbals and drums guarantee your alertness.	high
"he said that when he arrives in jakarta, he will have ""some ideas and some initiatives"" to present to president megawati sukarnoputri."	high
date with destiny: after vanderbilt opens with georgia tech, the commodores will play host to furman, which is johnson's former team and a division i-aa powerhouse.	high
when you use the attractive wrapping paper and gift tags, you will be helping us spread the word about saving america's wildlife treasures and their habitat.	high
"sure, shaquille o'neal once said,  ""i've won at every level but college and pro,"" but shaq was always a larger than life (literally) character who was outgoing and had a great relationship with fans."	high
today hong kong remains a capitalist enclave with its laws and rights intact, and china has promised that hong kong will continue in this fashion for at least 50 years.	low
"""remember? alexis left."""	low
real people!	high
surprise: china cuts price of gas	high
"p.s. on behalf of everyone here at the national audubon society, we look forward to saying, ""welcome back!"""	high
"""you're a wonder, dvorov."	high
arthur paused in the door, looking up at allan for a moment; then he turned and shut the door behind him.	low
there are 12 of them; you can't miss the eye-popping lisboa, which has several floors of gambling, but there's also the hyatt regency, the mandarian oriental, and taipa's jockey club.	high
i don't think you present a fully-informed argument on the causes of urban decay, but i don't disagree with you.	low
acres nodded.	high
some of the country's top chefs will answer that question thursday at the 20 dinners nationwide that will celebrate julia child's approaching 90th birthday.	high
"""why are you so interested?"""	high
while we still have the chance.	low
sunlight filled malaquez's bedroom.	high
they all stood around while the doctor made roy shake and jerk and moan with a sick sound.	low
she smiled in trust or pleasure or pride, an erotic mona lisa who would smile forever, and i could never know why.	high
the waterfronts at repulse bay and stanley are lined with good cafés and restaurants.	high
"""this matter was far more serious than what the committee found,"" simon said."	low
from basketball, kickball, volleyball, archery, crafts, an egg toss, and even a walk through our creek, you will have plenty to do to get you good and hungry.	high
what's really bothersome, though, is when you only remember things from your distant past.	low
it's tough growing up today.	low
these gardens used to belong to the governor's mountain lodge, but the building was demolished by the japanese during the occupation of hong kong.	low
in 1792, it was deemed that all gold and silver u.s. coins would bear the depiction of an eagle, but gold pieces were issued only after a gold rush boom in 1850.	high
it is not only the highest grossing non-music documentary of all time, among the users of the largest internet film database, imdb, it is also the highest rated one.	high
thank you again for helping point the way.	high
it was becoming increasingly clear that without the industrial base provided by the mills, the city of youngstown would soon become a ghost town, inhabited by those too poor or hopeful to escape.	low
amazon.com has 'best ever' sales	high
happy holidays from all of us!	high
they have the financial backing of powerful special interests and the determination to ignore the will of the people of alaska and the american public.	low
a lot of the raunchy action has moved across the harbor to tsim sha tsui east; this is also where you'll find pricey hostess clubs, popular with japanese tourists, but definitely not for those on a budget.	low
dr. evelyn hooker, a heterosexual psychologist, conducted a ground-breaking study in the mid 1950s that went along similar reasoning as freud.	high
dam good luck	high
i was convinced but i wasn't alone.	low
"""and he said he felt like he was having an out-of-body experience."""	low
"""i'm sorry."""	low
"i only say ""he"" because he didn't have a hint of femininity."	low
there's much more to membership than audubon magazine!	high
after that it was just connect the dots back to prison.	low
i hope you will be pleasantly surprised -- and delighted -- with the enclosed national wildlife wrapping paper collection and matching gift tags.	high
portugal to vote on abortion laws	low
i've got real skin in this game.	high
amy smiled at me and let go of my arm, but not before she brought my fingers to her lips and gave them one soft kiss.	high
there was an ink drawing and writing in a tiny neat hand that i couldn't read from where i sat.	low
beyond that, no one knew how they should proceed: everyone knew that saving the mills was important, but nobody stepped forward with a full-fledged plan to do it without losing huge amounts of money and dragging even more people down.	low
alaska emergency	low
have a happy vacation that place looks fascinating i should get a passport	high
but what about bay area notables who like to cook but are not connected to a professional kitchen?	low
in national over-the-counter trading yesterday, pop plunged $4 to $14.75.	low
three days later, another b-29 from the 509th bombed nagasaki.	low
to the uber-rich?	low
"isis …you know some way to locate the undead, don't you?"""	low
real mallorca rock leaders sevilla	high
by accepting my special invitation to join again, you'll receive special invitations to our sanctuaries and ecology camps — and free admission to our nature centers.	high
you and i have done some important work together.	high
now calm down while i talk to this gentleman.	low
i think i was wondering what it meant to say that a thing was art, so we accepted it as art.	low
i resolved to break the pattern.	high
what has your support of our campers meant to them and what have they been able to accomplish because you care?	low
new hampshire family recreation kit	high
plus all the birds and animals of the forests and the fish of our rivers and lakes.	high
the reduced dividend is payable jan. 2 to stock of record dec. 15.	low
budapest calm after night of violent protests	low
these distinctions proved a certain rational order, only attained by those able to afford of it.	low
black monday was a devastating blow to an entire generation of people.	low
un-google earth map climate change	low
"""it wasn't like new york's or boston's organized crime. it was kids shooting kids. it was a 14-year-old from r street who got his crew of six together and ran their drug block killing another 14-year-old and his crew from a block away. and from the beginning i could see that it was all about jobs. i could see that you needed the private sector involved."""	low
not only did it create jobs, but it also created lake mead, the massive reservoir that today provides water to all of southern nevada.	high
since the collapse of the soviet union, he has been implicated in arms trading and russian art smuggling, and in the russian news media he was accused of complicity in a plot to extort $10 million from the head of a russian sports foundation.	low
court tv: accused killer tells jury a love story	low
turkish writers say efforts to stifle speech may backfire	low
how could he even think about blaming poverty and forced labor programs for anything bad that happens?	low
mother, daughter stabbed near school	low
'blazing angels' for ps3 fails to soar	low
"""from a realistic standpoint, were we going to find an outfielder that pushed one of our outfielders to the bench?"	low
second hanging also went awry, iraq tape shows	low
you see, nathan, there is …separate from your society …oh, damn it.	low
apple drops bombshell with iphone	low
prosperity has brought with it a new emphasis on historic preservation.	high
"""couldn't,"" said the captain."	low
it also has the world's largest collection of nestorian crosses from the yuan dynasty period.	high
the troubling ending of 'the departed'	low
"""this is a criminal act and it certainly puts things in a different league,"" howard said."	low
"within minutes after the committee released its letter publicly, torricelli took the senate floor tuesday night to apologize to the people of new jersey for allowing his seat in the chamber ""to be placed in this position."""	low
whoever took that stuff is probably using it in their own garden.	low
iran rejects us claims of supplying weapons in iraq	low
he started hosting work parties with friends in his backyard, teaching them to fix their bikes and helping them get started riding.	high
water world, formerly in the complex, has closed for redevelopment.	low
she was never tolerant of my ego.	low
friendly fire pilot 'experienced'	low
raggedy annarchy 01. oct, 2009 at 12:59 pm	low
sincerely	high
her candy lips twisted into a frown.	low
"""if you can't make a buck, you get out of the business."""	low
"""where!"""	high
u.s. gunman 'was srebrenica survivor'	low
israeli woman's tirade spurs pm outrage	low
"even if your ""re-enactment"" theory is true (and i see no evidence that you have actually tried to ask the people involved in the filmmaking for their opinion), this itself is not unethical, and you have no evidence whatsoever that moore has done anything unethical here, just like you have no evidence that moore has unethically removed parts of the interview."	low
it's the perfect time to make a world of difference.	high
"a) moore clearly states that ""before he came to flint"", heston gave an interview."	high
"are …look, are they as bad as people in my world think they are?"""	low
calls made from payphones are subject to a surcharge.	low
any secret can be pirated, the experts said, if it is transmitted over the air.	low
today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse.	low
"to trash heston, it even uses the audio/video editor to assemble a heston speech that heston did not give, and sequences images and carefully highlighted text to spin the viewer's mind to a wrong conclusion."""	low
bathing mom awakes to find baby dead	low
excellence.	high
two blocks over one finds boardman, a well-off township with a reputation for rich but unsuccessful schools.	low
and without that torturous willow, he might be free to write whatever he saw fit.	low
malaysia aggressively wooing tourists	high
interactive fiction like video games, on the other hand, presents violence in a narrative context, which may very well desensitize participants to said violence, but no causative link has ever been proven.	low
"traveling on this ship."""	high
he didn't want to be a crybaby, tucker hated crybabies.	low
she tells me that the 3,666 people we helped find jobs in 1998 earned approximately $49 million dollars.	high
in the last several years, the business and corporate community has recognized that the positive development of youth is directly related to the development of a competent workforce.	high
"""so i got all of my sergeants out, and they're all digging through their (books.)"""	high
p.s. as a living planet society member, you'll receive the wonderful array of benefits described in the enclosed brochure.	high
storm causes slick, icy roads	low
p.s. please use the enclosed holiday gift wrapping paper and gift tags to help spread the word about our mission of conservation to your friends and family.	high
this intersection of language and indigenous identity poses challenges which have yet to be fully addressed.	low
sudan tells united nations envoy to leave in 72 hours	low
the ingredients, especially the fresh fish and seafood, are first-rate.	high
lebron didn't play college basketball, he went straight from high school to the pros, and since joining the cleveland cavaliers he's won exactly zero nba champions.	low
certainly, the colombian press is much in need of that.	high
i definitely want to read more on that blog soon.	high
his hand blurred and snapped out as he stood back up.	low
iraqi health minister seized in raid	low
"""always kind of fantasized about getting married [to a female],"""	high
get in.	low
everyone has.	low
not to be missed is a visit to guangzhou's famous open-air market, qing ping.	high
rugby.	low
the scout ship re-emerged from the hole - a brilliant speck emerging from a sphere of velvety blackness.	high
south africa mourns adelaide tambo	low
these well-intentioned efforts ultimately failed, leaving thousands with shattered dreams and a distinct lack of trust in fellow humankind.	low
israel admits using phosphorous shells in lebanon	low
"when he hesitated, i said, ""last night was my fault."	low
somehow, tasha and i began to argue the worth of solevgrad jazz, as inconsequential a topic as i can imagine.	low
you'll find that prices are about the same in hong kong central and kowloon, and somewhat cheaper in causeway bay, which caters to local shopping.	high
