sentence	label
minaya obtained floyd from the florida marlins on july 11, only two weeks after he stunned baseball by acquiring bartolo colon from cleveland.	low
this is naive to the extreme -- heston would not be president of the nra if he was not kept up to date on the most prominent cases of gun violence.	low
he continued long into the night, until the eldritch orb had sunk into the waiting hands of the willow, raised perpetually skyward.	high
packwood later resigned.	low
next stop: sunny tennessee, where i get down on the farm.	low
"""forests for life campaign"""	high
sales, however, were little changed at 2.46 billion guilders, compared with 2.42 billion guilders.	low
they welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence.	high
if you have any questions, please feel free to call myrna weinberger at 251-9467, ext. 256.	low
our instinct was to hide.	low
johnny depp to make movie of spy poisoning	low
this is consistent with the kind of media-incited violence described above, and in no relationship whatsoever to the theory of video game or music incited violence.	high
science panel calls global warming unequivocal	low
the great, jaundiced eye stared down unblinkingly at the author, who gazed up through his window's tiny frame with trepidation.	low
it authorizes you to start enjoying amc's outdoor activities immediately!	high
farther west is the ferry terminal for the outlying islands.	low
old technology was not replaced, obsolete methods were not updated, and almost none of the industry's profits were being utilized to help modernize.	low
this may do no good at all, but it may--if everyone hopes and wishes and dreams and aspires, perhaps it will do good.	high
if i know him, i can find him.	high
ice storm smacks roads, power	low
yung shue wan is still a very british residential enclave, with many nice pubs.	low
"you don't look dressed for this weather."""	high
"""disappeared,"" i corrected her."	high
historically and culturally this north-south distinction has always been significant, and it still is today, with a dose of good-humored rivalry between the two areas.	high
i pulled her into my arms and she tried to put hers around me.	high
"this booing by the crowd, not mentioned with a single word in your transcript or your article, shows that the crowd was fully aware of the controversy they would cause by coming to littleton after children were being killed there -- and they effectively said ""fuck you""."	high
"""only if you feel no regret,"" he said."	low
additional catalysts for the valley's growth came from world war ii.	low
and i must agree with lumpy.	low
"i have to warn you, though, you won't like what i have to tell you."""	high
this is the big lie the wholesalers tell.	low
on connaught road central, you'll find one of hong kong's curiosities, the 244-m- (800-ft-) long mid-levels outdoor escalator.	high
"""do you know how much you've set us back?"	low
i could sit and watch all day long if i didn't have school..or life to stay me from doing it!	low
the gun homicide rates for the countries moore mentioned, according to guncite, are: japan: 0.02 per 100,000 (1994)england/wales: 0.11 per 100,000 (1997)germany: 0.22 per 100,000 (1994)australia: 0.44 per 100,000 (1994)united states: 3.72 per 100,000 (1999)	low
"""before that blasted impulse came over me and i started writing like edgar poe – though the most recent was not so morbid as my many others, thank heaven."""	high
simply dial 1 800 call att® and follow the recorded instructions.	high
so, the mining business is treating you pretty good, huh charles?	high
clijsters looks for a long goodbye	low
"""tupelo honey café opened in downtown asheville in 2000, an early pioneer in the farm to fork movement and an active advocate for the independent restaurant landscape that pervades the city. our food is fresh, made from scratch, sassy and scrumptious. our cuisine salutes our love of southern traditions at the table, but like the good people of asheville, marches to its own drum. the result is a unique riff on southern favorites."""	high
don't you agree that the lion and baby seal are looking right into your eyes?	low
for malaquez did not move into dream's end until four or five months after i -- we?	low
"""you can have a dozen competitors stealing your secrets at the same time,"" mr. matchett said, adding : ""it's a pretty good bet they won't get caught."""	low
what?	low
"the universe as we know it won't be the same."""	low
for a minimum contribution of $250, you become eligible for a 50% indiana state tax credit through the indiana department of commerce neighborhood assistance program (nap).	low
the barrel-vaulted chambers were discovered while excavating for a nearby housing project.	low
"know this, my future self: thanks to us, emil malaquez's name will live as long as his masterpiece, ""a self-portrait: anguish,"" endures."	high
his brief stop in malaysia also highlighted the moral ambiguities of the effort to prevent terrorism and its emphasis on cooperation with governments that the united states has often criticized.	low
injured sarwan to miss one-dayers	low
"""harmon, tell that good for nothing son of a beta to get his hindquarters through the gate and back here now, or i'll open fire on him when we come back through."""	high
charles might not look like much, but i hadn't made it through my life taking that kind of chance.	high
property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as hurricane hugo and the california earthquake have resulted in huge payments.	low
underarm bowls them over	high
he jumped at my arm while i was still off-balance, and i felt the surge of adrenaline that comes right when your body realizes that it's too late to save itself.	high
we drove between slummy housing and storefronts so decayed that i couldn't tell whether they were abandoned.	low
"""making sure that practicing psychologists are giving patients interventions based on the best available psychological science should be the apa's priority,"" argues emory university's scott lilienfeld, president of the society for a science of clinical psychology (sscp)."	low
cleric said to lose reins over part of iraqi militia	low
nepthys turned back to the little man on the bed, who had not moved.	low
this would also, make it more profitable.	high
failing all else, i'd suffocate.	low
"""you're a wonder, dvorov."	high
u.s. and iraqis are wrangling over war plans	low
this is not the world's first bike collective; in fact it's only one of many that have stealthily sprung up around america.	high
we go to movies, dinner, concerts, and other stuff like that, but i have also been able to participate in charity events and fundraiser type things.	high
this should be sufficient to return antie to the nest, given the accuracy achieved by lambrinos, et al and the relatively short periods of time that harvester ants spend outside the nest before returning.	high
bread-heavy diet linked to kidney cancer	low
nearly 25 years ago, the national audubon society helped win passage of the endangered species act.	low
"let me see if i can find him."""	low
the st. louis company earned $45.2 million, or 65 cents a share, compared with $84.9 million, or $1.24 a share, a year earlier.	low
a number of restaurants not officially part of the national environmental trust boycott also have stopped serving chilean seabass.	low
police warn of child exploitation online	low
"if not, you'll have to bring me something to work with."""	high
at this wonderful time of the year, when people are celebrating, (over, please)	low
the decline of the world steel market affected not just youngstown but the entire steel community in america.	low
"""you wouldn't give me the human, would you?"	high
n.v. dsm said net income in the third quarter jumped 63% as the company had substantially lower extraordinary charges to account for a restructuring program.	high
"""that's amazing!"""	high
"""typically, you're looking at a week to 10 days waiting period."""	low
he pulled out a small leather diary and opened it to a yellowed page marked with yet another small sticky note.	low
"try to keep in time with me."""	high
"""well,"""	low
north korea may begin to dismantle nukes	low
other faces washed out, fading into the backdrop of carpets and fake glass chandeliers and the muted hum of the engines.	low
nepthys could hardly believe her.	low
he has inside intelligence—how else would he know where to find us?	low
all african amputee football games kick off	high
the inversion blends seamlessly back into the original subject in measure 363.	high
lebron didn't play college basketball, he went straight from high school to the pros, and since joining the cleveland cavaliers he's won exactly zero nba champions.	low
white clothing proved that someone was of a level of society in which they were not forced to work, for the clothing would immediately become soiled if not and thus the reason why women who were the ones to stay at home dressed in all white, while men who were the ones to go out and work wore black, for black did in fact hide stains.	low
john emerson responded with some humbug about it not being an inside-the-park grand slam, which made me remember that i had seen an inside-the-park grand slam at some time in the remote past.	high
this is why we decided to send you your special sheet of labels.	high
snow begins, heavy accumulations expected	low
now you're changing the world.)	high
the ethics committee has the power to punish lawmakers with sanctions ranging from public or private letters of admonition to censure or expulsion.	high
jail me, i ate ivory coast chocolate	high
ifaw' p.o. box i 93 yarmouth port, ma 02615-01 'www.lfaw.org ifaw is now launching our year 2001 animal sanctuary fund to provide safe places for animals to live out of the danger tat comes from humans and loss of habitat.	low
on vacation, rent a bike instead of a scooter (or, god forbid, a segway).	high
i sat sideways in the armchair, feet dangling over one arm, neck resting against the other, absently tracing invisible lines between the stars outside my window as i ruminated on the situation.	low
just enough for us all to be able to barely avoid killing each other.	low
i videotaped it:	high
"""great society"""	low
it speaks to the deepest storyteller's instinct within us all, yet is entirely original.	low
please sign your citizens' advisory ballot to demonstrate to our alaska allies that you're behind them; and send an urgent donation today to help them win this effort.	low
combine this with theories of self-control, and in general, if you believe you have unlimited stores of self-control, you'll set a larger number of goals.	high
"""eternal prisoner,"""	low
after filling his pen, allan looked at his paper in the orange glow from the lantern set back in the desk's right-hand corner.	low
i hold it against neither of you.	low
not in america.	high
he says that if he married a female with which he shared a strong trust, maybe he could work it out.	low
over, please	low
jones faces europe meetings snub	low
i know this is over kill, but you need to get out of the funk you are in and grade the papers and finish the course so you can get some down time and catch up on your sleep.	low
"""what we do, rebelling against the oppression of the many governments that oppose us, we're going to leave a legacy."""	high
in the mean time, please checkout the website that spurred the wholesalers to launch their own: http://www.stophr5034.org.	low
unilever group names new chairman	high
you'll find hong kong easy to get around, the people helpful, english spoken everywhere, and food that lives up to its reputation.	low
did you earn them through fantastic customer service, fulfilling the brand promise, providing value to the community in an authentic and passionate voice, or did you run a facebook ad campaign and hit the broadcast airwaves with a promotion?	low
he shot back up, hardly touching the ground, and i kicked him back.	low
hicks first in line for trial, bush says	high
making peace from victory over poverty	high
i do not claim ours was a perfect affair, only a wonderful one.	high
guess i'm a sucker too.	low
"""no"""	high
it's the rust belt.	low
review: ps3 pricey but impressive	low
she never subscribed to cuisine minceur, cholesterol-free cooking, meat-free meal plans, organic food or any of the other politically correct trends of different times -- and that includes restricted diets, in spades.	low
truth is always more boring than fiction.	high
here in the northeast, we hold stewardship of a precious portion of planet earth.	low
"come on, let's go."""	high
sonoma duck breast a la julia child with crispy pancetta and sweet summer onions and naturally enriched duck sauce	low
"""may i invite you to have a cup of tea?"""	low
"we can connect the two by noting that the descending whole step consists of two ascending fourths; indeed, the structural whole-tone descent is often ""filled in"" with the intervening fourth."	low
i guess, thinking back, i might have expected him to gloat, but the view was the kind of thing that humbles you, shuts your mouth.	low
because the same general algorithm will be followed for the localization of all three chemical traces, i will provide pseudocode for only one generic subroutine.	high
how does it feel to turn 90 and have attained the status of an icon, a living legend?	low
"""that such items were of little value or were not gifts to you under the circumstances"""	low
"""i beg you, change the color of the walls, at the very least."""	low
a gripper will be located on the front of the robot consisting of two elongated tongs.	high
she tells me that the 3,666 people we helped find jobs in 1998 earned approximately $49 million dollars.	high
so, please take out your pen right now and sign your absentee ballot.	high
a u.s. lawmaker assessing the impact of u.n. sanctions on iraq said wednesday it is important not only to force baghdad to give up its weapons of mass destruction but also to do more to ease the hardships on ordinary iraqis.	low
adrienne asked.	high
"as evidence of the ""ever-faster"" nature of the city, by the middle of the 1990s the new approach showed signs of backlash, with many visitors criticizing the mediocrity of the las vegas experience."	low
'dr. mcdreamy' choked in 'grey's' scuffle	low
his tan was obviously deep and old, but it looked like a work tan, not the kind you get at the beach.	low
but perhaps the campaign against moore is really motivated by another reason.	low
i dropped the splinters and the broken second stake and raised my hammer, ready to drive the ash spike into his heart.	high
dtv gives you access to professional and college sports packages that are played outside the local viewing area, including nba league pass, nhl center ice, espn game plan, espn full court, mls/espn shootout and wnba season pass.	low
the offer is being launched pursuant to a previously announced agreement between the companies.	low
do you personally despise the works the enlightenment or the progress made since shakespeare?	low
"""do you?"""	low
we provide overnight shelters (including the famous amc mountain huts) to more than 80,000 hikers annually.	high
in the meantime you might like this blog post i cam across: http://blog.sophianetwork.org.uk/2009/09/women-tackling-climate-change.htm	high
many of the children have learning disabilities, behavioral problems, or come from economically distressed families.	low
hatton hands back ibf title again	low
"he said that they had split the atom and that we were going to drop an atomic bomb,"" karnes said."	low
what could i do?	low
at the same time, about half the world's fisheries are being fished to capacity.	low
both of these stories align negative connotations with her beauty, suggesting that her sexuality is the cause of their distraction.	low
he had filled his pen and raised it, the nib descending towards the paper, before the sound came: the gentle, persistent tapping of the gnarled, primeval willow touching the window with long, insistent fingers.	low
north africa feared as staging ground for terror	low
"in response to one moore detractor, mccollum wrote: ""although other units of lockheed martin corporation elsewhere in the country produce weapons to support the defense of the u.s., we make no weapons at the littleton-area facility moore visited."""	high
i didn't see much money in hieroglyphic porn.	low
note that because of the duty-free situation, good bargains may be found in european china, including spode and wedgwood.	low
not live prime time press conferences, not self-aggrandizing twitter hashtags and not quitting on his teammates during the playoffs.	low
we dredged up half-fledged theories and inchoate explanations, tossing these out the same way we pitched ideas about the art films.	high
hold it.	high
compassion and anger were the session's topics.	high
infielder jose nieves is likely to be sent down, but since he is out of options, he would have to clear waivers before he could join triple-a salt lake.	low
"attack video saddens ""friendly fire"" widow"	low
i had not considered that i might not write to learn, but to punish myself.	low
france ends toxic alert at canadian embassy in paris	low
"""over half the states have been sued challenging their alcohol laws."	high
just east of the star ferry terminal, you'll come to city hall.	low
if they were, madame white snake would be unmistakably depicted as an evil character.	high
we've noted the presence of 68 other species of grassland songbirds in the proposed poison-baited areas ... including the bobolink, grasshopper sparrow, harris' sparrow and le conte's sparrow.	low
the federal complaint did not describe the possibility of a wider conspiracy or any contact between tokhtakhounov, or his unnamed co-conspirators, with le gougne.	low
study: napping might help heart	high
but as the craze died, coleco failed to come up with another winner and filed for bankruptcy-law protection in july 1988.	low
china's 'friends' highlights web freedoms	low
the end result will be kids who have a better understanding of and vision for their own future, be it college or a career.	high
that, combined with the formation of the nevada gaming control board, would signal the beginning of the end for heavy mob influence in the city.	low
travelers corp. 's third-quarter net income rose 11%, even though claims stemming from hurricane hugo reduced results $40 million.	low
"""not if you named it already, you ninny, and i'm sure that you have!"	high
"""it's like race. it's all something you can't help; it all comes to you… it's internal, you can't help it"""	low
"""yeah, i do,"" said johnson, who has a full head of gray hair in common with the comedian-turned-playwright."	high
collision on icy road kills 7	low
this year's results included a gain of $70.2 million on the disposal of seafood operations.	high
"""we see that crimson (from the alabama loss) every day,"""	high
trucks swallowed in subway collapse	low
"""no, thank you,"" said nepthys, ""we regret that we cannot take up your kind offer."	low
just so we're clear on that.	high
social development and recreation for children, youth and adults.	high
pennsylvania— the official registration and financial information of the humane society of the united states may be obtained from the pennsylvania department of state by calling toll free, within pennsylvania, 1-800-732-0999.	high
"""i had a young man come up to me three years ago and say, 'mr. starke, i'm tired of going to bed at night with a tech-9 gun under my pillow."""	low
fourteen literary agents rejected it before stephenie meyer got a deal.	low
my grandpa was alert till the end, but when i last saw him at age 92 everything he wanted to talk about was 70 years in the past.	low
".."""	low
"""obscenely ugly,"""	high
nota bene: an overdue library book is a crime against humanities.	high
"""um, i should wait to importune you, but..."""	low
farther up nathan street you will reach yau ma tei, one of the older parts of kowloon.	low
"""so i got all of my sergeants out, and they're all digging through their (books.)"""	high
"the camera lingers on bush/cheney posters, and the protestor is quoted as saying that ""we wanted to let the nra know that we haven't forgotten about kayla rolland""."	high
the colombian constitution stands in stark contrast to the failure of the guatemalan indigenous rights referendum of 1999.	low
new jersey has not had an execution since 1963.	high
when both sonar sensors are stimulated simultaneously, antie will check hydrocarbon inputs and determine whether the detected object is a nestmate.	low
"""you could force the captain to set down somewhere. let us off the ship. if he refuses, threaten him. if he still refuses, well, of all of us, isn't there someone who can drive a ship?"""	high
the kids need your leadership now more than ever.	low
spend two days camping, canoeing, and watching the wildlife on connecticut's housatonic river.	low
"really, don't worry about me."""	low
after the first half-hour, i stopped expending effort to keep names and stories and gossip straight.	high
oprah announces new book club pick	high
name address city, state zip	low
she didn't come home last night, none of her friends have seen her.	low
well done.	high
may we look for the enclosed amo membership acceptance with your tax-deductible contribution by return mail?	low
i looked around.	high
durant's success trumps the gators	high
angels pitchers had a 3.33 era with jose catching, better even than bengie's 3.69.	high
"i completely agree with you when you state: ""such an association will not be made with 'sonoma county' wines...ever."""	high
eyes bulging in panic, but no screams.	low
in a manner delicately balanced between somber and genial, he refilled their glasses.	low
"but it said the senator had showed ""poor judgment"" by failing to reimburse him for the full market value of the gifts."	low
secret hotels in irish countryside	low
goodwill works.	high
constitution.	low
either way, it's nice to see a restaurant built on ethics that also happens to be incredibly busy.	high
dear friend:	high
almost overnight, wendover became a high-security base filled with off-limit areas covered in barbed wire.	low
bargain, and carefully examine any merchandise you buy here.	high
have a happy vacation that place looks fascinating i should get a passport	low
patrolling may be divided into two distinct sub-behaviors, nest patrolling and trail patrolling.	low
the jeffords proposal would make the same sizable reductions by 2008.	high
i like such topics and anything that is connected to this matter.	high
my mindsmith is not so understanding.	low
this is not easy.	low
it's the perfect time to make a world of difference.	high
'expert'	high
"""no one,"" tasha replied."	high
"""calling him by his first name."	high
"""i don't want to talk about that game,"""	high
imprisoned light from forgotten streetlamps snagged itself on metal threads in the fluttering pesos.	low
i would watch old films on the entertainment screens, taking mental notes for later dinnertime discussions.	high
"""they're not like 'my child's going to be gay!""'"	high
"pop said, ""the doctors have put something very special in roy's brain."	low
in shekou is a large free market, and an exhibition of xian's terra-cotta warriors.	high
"the ""visual of a billboard and a narration"" is viewed by you as evidence that moore is trying to somehow tie the two events together, when in reality, it is quite obvious that he does it to separate the introduction of heston from his speech in denver."	high
a general site of food is all that the patroller need find; the foragers will dig through the sand for the food.	high
"""[i]n substituting for f within an analogous structure, b receives confirmation at this point as the crucial interior center of the movement."""	low
behind me, amy was kneeling beside nepthys, whose arm and rib cage were knitting back together like a wooden toy that falls apart when its string is released but draws itself together at a slight tug.	low
however, consciously or unconsciously, these authors created a female character who fits the characteristics of a feisty heroine.	low
city sets up ice storm shelters	low
who is prince frederic von anhalt?	low
heatenfreude?	low
"""very well,"" said arthur; ""then take your story to that hedonist and let him defend you when no civilized publisher will approach you."	low
rather than try and come up with some sort of scenario, the uswa simply ignored what was going on in youngstown, hoping that perhaps the problem would resolve itself, or at least not spread any further than it already had.	low
photographer kidnapping condemned	low
in the rockies, pines die and bears feel it	low
"there's no time to waste."""	high
"""sorry, kid."	low
"one night during n'apulco's mild winter, tasha returned to the flamingo, saying, ""nardo!"	high
"""this is it."	high
that's me.	high
karnes was the personnel and classification officer.	low
---- the provision of technical assistance and guidance to neighborhoods which seek positive youth-adult relationships;	high
you can even calculate the money you save on gas, and keep it in a jar for a rainy day.	low
"""taxi!"""	high
"""hey,"" said a male voice, ""do you need some help?"""	high
nathan read the package of words in silence, his only motions the steady progress of his eyes and occasional replacement of pages.	low
families celebrate return of sons	low
thousands tested after russian h5n1 outbreak	low
nearby is the macau cultural center and the museum of art (open tuesday–sunday 10am–7pm; closed monday; small admission).	low
he has no time to waste.	high
"but the thing in his head hadn't worked yet because of something having to do with the, ""electric toads,"" which wouldn't, ""sit up."""	low
ask a-rod how the media can turn on you when you put yourself above your teammates, above the game.	high
adrienne looked at me, then back out through the window.	high
he buys several boxes of ammunition without a question being raised.	low
