sentence	label
according to an article in amlaw daily: the firm has revamped its associate model, doing away with associate classes based strictly on entry date in favor of three associate groups that will have formal training from the time they enter the firm until they are ready to be considered for partnership. . . .	low
according to environment commissioner egbebike, local residents have also contributed to the problem.	high
according to google, social search will enhance the search experience on google by providing users with more personally relevant search results.	low
"according to insiders, the real ""this is it"" plan was not a single film, but a three-year rollout to rehabilitate jackson's deteriorated image."	high
according to one source, mr blair's proposed role for tesco would simply have been to act as a figurehead for their drive to break into the middle east market.	low
according to other forum posts on the web, someone was able to get this working on cingular with the proper init/dial string, but this would be specific to the provider.	high
according to red teeth, the chandlers were being driven to baxdo, an inland town along an extremely dusty and bumpy road about halfway between the coast and the main highway running through central somalia.	high
according to the shanghai jiao tong university press, the press is currently compiling a picture album of qian and a collection of his writings based on 800-plus-page documents retrieved from the u.s. national archives, which include details about his encounters with the u.s. government and his trip back home.	low
"according to this guide:  http://www.askdavetaylor.com/how_do_..._mac_os_x.html  i just need to add ""defaultos=macosx"" to the /etc/yaboot.conf file."	low
a clouded electoral picture would further complicate the obama administration's efforts to decide whether to send tens of thousands more troops to afghanistan to battle the taliban and its al-qaida allies.	high
acmd report confirms advice that cannabis remain in class c, but home secretary jacqui smith overrules it for the first time in its history and moves drug to class b.	low
a committee of scientists advising the department of health is expected to recommend that the vaccination of 10 to 18-year-olds begins by the end of the year.	low
a complete experience will unfold that will be interactive and convert to new revenue streams.	high
a convicted rapist who fled before police arrived to arrest him on new rape charges was arrested saturday in his inner-city neighborhood after police found six decomposing bodies at his home.	low
a couple of marriotts just opened.	low
across yemen, the underground water sources that sustain 24 million people are running out, and some areas could be depleted in just a few years.	high
"actually: do you (or anyone else here) happen to know whether it could work to simply write a udev-rule that executes a script on action==""remove"" that spins-down the harddrive?"	low
actually, lol, it's a really old one, like 32 mb kinda sad really, this thing belongs more in a museum than in a school.	high
"adams, appointed in 2003 by then- gov. rod blagojevich to lead the state's chief social services agency, was set to join the department of commerce and economic opportunity's office of trade and investment in a newly created role as the ""illinois representative to africa."""	low
adams could not be reached for comment, and a phone number she listed at the top of her letter was temporarily disconnected.	high
add the following lines to your /etc/modprobe.d/blacklist file:	low
add your shots to the consumerist flickr pool, and perhaps they'll get featured in a future story, or even highlighted in a friday consumerist flickr pool finds post.	low
a different display driver is used during boot, hence the fact that you see the ubuntu boot splash, but not the gnome log-in manager.	low
adipic acid is primarily used in the production of nylon 6-6 and for manufacturing polyurethane foam and polyester resins.	low
"a downing street staffer said: ""this is being taken very seriously. diplomatic channels in the foreign office are working behind the scenes on david's behalf."""	high
a dozen of the 50 wal-mart stores in massachusetts, including the one in raynham, are among the retailer's shops nationwide that will be remodeled by the end of the year.	low
afaik, linux doesn't use extensions to recognize the type of a file (i guess it uses mime).	high
"afaik ""remove"" in udev means unplugging the device, so trying to spin down the hard drive then would be useless."	low
a few buck the trend	high
a few companies have decided to buck the trend by not offering any employment contracts.	high
a few days ago we got motorola's droid in the mail.	low
a few of president obama's top advisers, as well as one or two rare guests, sit down on the network sofas this sunday.	low
a few weeks earlier, one of lozano's family members mockingly held up an official-looking document in spanish, hebert said.	high
a few were maoist sympathizers, the man on the motorcycle said, but most were wrongly swept up in the raid.	high
a few years ago, officials built a jungle road that will soon make the school boats obsolete, giving children the option of walking or riding motorcycles to school.	low
afghan intelligence chief amrullah saleh said afghan authorities had advance information that a taliban attack in kabul was in the works but was expected it during rush hour, and officials were unsure of the target.	low
a flamboyant farmworker organizer who called himself a modern-day emiliano zapata has been slain in a brazen ambush that also killed 14 members of his family and staff, officials said saturday.	high
a flotilla of rescue vessels continued its search saturday for nine people feared dead at sea following an air collision between a coast guard aircraft and a marine corps helicopter.	low
a former chief of the state human services agency has decided not to accept a new job offered by gov. pat quinn to head an expanded trade office in africa.	low
a former government chief scientific adviser, sir david king, also said that nutt had gone too far .	high
after a few seconds, you should see a new icon for your printer.	low
* after all these years, bush is still a millstone around blair's neck.	high
"""after beijing was selected, as soon as the ink on the contract was dry, the international olympic committee ceded control of the games to the communist party of china,"" said wallechinsky."	low
after chanel's barnyard spring 2010 extravaganza, it's only natural for vogue to hit the farm for november's environment issue.	high
after conrad announced her decision to bail on tv in the hopes of leading a more private life focused on her fashion career, producers brought in conrad's old schoolmate, kristin cavallari, as a replacement.	low
after finishing 2-11 last season in wulff's first year, the cougars have four games left against arizona, ucla, oregon state and washington.	low
after going to some issues, i got xmms working on ubuntu.	low
after last week's fiasco, when an eastern span patch job fell apart after a mere seven weeks - we certainly hope so.	high
after over eight hours use, with push email and exchange active, wifi and bluetooth turned on, and plenty of use, we were still seeing 30-percent remaining charge.	high
after school, he had picked up a plastic jug of kerosene for his mother, which he stowed along with his green backpack.	low
after some google search, i found that people all mentioned that   in /etc/x11/xorg.conf :  there is a section called serverflags	low
after the visit, it instantly became one of my favorite breweries and still is (but you must like that kind of beer).	low
after they liquored up the girl with brandy, they proposed sex, according to several accounts by friends of those who were there but asked not to be named for fear of retaliation.	high
after two and a half minutes, the main part of the 327-foot (100-meter) rocket splashed down as planned in the atlantic ocean as applause broke out in a relieved and excited nasa control room.	low
again maybe someone locally can respond.	high
again, thank you for the work you do and please continue to spread the word for the hoffman campaign.	high
again: the truth just sounds different.	high
a good conservative hispanic candidate, marco rubio, is being dismissed in favor of the uber-liberal charlie crist in florida.	high
"""a half-point hike can't be ruled out even if the odds are slim,"" says shane oliver, chief economist at amp capital."	high
a handful of others in southwest houston and humble said they had concerns about locke's past as a fiery civil rights activist, although several voters near acres homes found that aspect of his past persuasive.	high
ahead of the typhoon, millions of filipinos had boarded buses heading to home provinces for this weekend's all saints day, when people visit cemeteries to pay respects to dead relatives in this devoutly roman catholic nation.	low
(a) it's probably just a good idea to keep a backup of the original file.	high
a joint venture between several major networks, hulu delivers free, ad-supported programming via online streams - an untested model for long-term profitability, at least when it comes to television.	low
a kingwood woman said she supported locke because of the organizations and individuals who back him, such as business groups and unions.	high
a lawyer for burma's detained opposition leader aung san suu kyi says she has been informed of the upcoming visit of two senior u.s. officials and is preparing to meet them.	low
albany is about 2 hours east of cooperstown towards boston and it is easy to get on the mass turnpike from there.	low
a little google-fu later and i found that it wasn't a particularly pricey item, but it would be much appreciated by my friend and show that i notice things that matter to him.	high
all 14 of the tanks will be used by the chemical steam generators units that will be installed on the a-3 stand for creating simulated altitudes of up to 100,000 feet, a testing environment for constellation, initially to validate the performance of the j2-x engine for the upper stage of the new ares i launch vehicle.	low
all circles in queensland support development of the australia-china friendly and cooperative relationship, bligh said.	high
"""all hands need to be on deck."""	high
all i can do is guess.	low
all it needed was a spark - the elements were already there.	high
all it took for things to lurch out of control, investigators, students and community leaders say, was opportunity - and that came when the girl left the school dance saturday night, walked by a group of bad boys boozing hard in the unlit courtyard, and accepted their invitation to hang out.	low
all of the early cases were from foreign visitors, though not just from the us.	low
"""all the ones that have contacted me are considering their positions,"" he said."	high
all the support he gets will help guarantee our country a much needed victory.	high
all told, 53,000 feet of containment booms had been set out around the ship itself as well as important beaches.	low
all were being checked for spinal injuries.	low
"almaleki was angry with his daughter ""as she had become too 'westernized' and was not living according to [the family's] traditional iraq[i] values,"" peoria police said in a statement last week."	high
almost 7,000 specially-trained troops in jungle warfare are also part of the total strength of the central forces to be deployed for the task.	low
alongside speidi, audrina and the rest of the well-tanned cali kids, cavallari reprises the role she stepped into as a teenager on hills precursor 'laguna beach': a flirtatious, manipulative man-eater, all shiny locks and come-hither stares.	high
along the muddy-brown kampar river, there are no kindly school crossing guards, no lumbering yellow buses, no lines of parents jockeying for parking space to deposit their little ones, with last-minute reminders of forgotten books and raincoats.	high
along the way, the brothers often talk about their day or the games they play at home.	high
along with the rump of rbs and lloyds, the new banks will continue to be government-owned until at least after the election - and there will be a ban on existing banks buying up the new institutions.	high
a lot of damage was caused by this crisis.	high
"""a lot of people are getting money from the government,"" he said, ""so it's not just embassies buying. now regular people buy as well."""	high
already, the lack of water is fueling tribal conflicts and insurgencies, mr. eryani said.	high
alright, well, i guess i just made a newbie mistake.	high
also after configuring many times the server and fixed all parameetrs in yaboot.conf	low
also, check out hotels on the right of this page to see reviews from visitors that have already come and stayed here.	low
also does plattsbugh air force base still exist ?	low
also, for the ticket's latest coverage of these shows' recent ratings moves, click here.	low
also icons from my desktop dropped out and my desktop is inactive.	high
also, if you like wine, there's a nice wine bar / restaurant downtown (i forget the name) , near the dmv....at least it was there 3 years ago!	low
also if you want full functionality of your printer try the hplip software: http://hpinkjet.sf.net	low
also interested in a great place for breakfast.	high
also in the race are mills worsham, who represents the area on the hcc board, and george foulard, 22, an operations manager at a local energy company who raised a surprising $112,000 for his first race.	low
also, is there a way to have it spindown  while not in use for a certain period of time and come back on when the  drive is requested?	low
also, i would only install ubuntu if you had an extra osx install disc somewhere, in case you want to go back.	high
"also, looking back at threads since breezy was released, there's lots of ""<layout> doesn't work""."	high
also, moreau state park is nice but a bit further and i'm not sure if they have rv hook-ups nysparks.state.ny.us/parks/info.asp...	low
also, my boot process was failing well before attempting to initialize x.	high
also on facebook here.	high
also, remember to back up any files you wish to.	low
also some good independents on main street.	low
also, the segment i taped yesterday with bill moyers should be available on the pbs site later today -- here.	low
also to get to the restaurants, shops and even the lobby of the hotel, it is a smoking property, so there will be people smoking in public.	low
also up for grabs is a house seat from the 9th district, which includes pullman and cheney.	low
also with open office.	low
alternatively, i can use the script above (or just sdparm --command=stop), and the drive stops humming.	low
alternatively, you can look up their menu at www.menupages.com, but note that some may have special christmas menus.	low
although, given pigeons' tendency to carry disease, i'd recommend training a cat, spouse or younger sibling.	high
although peter has a shelf of city league soccer trophies, he and the others are mediocre pupils at best, sources said.	high
although qian, a hangzhou native in east china's zhejiang province, had long been a beijing resident, his hometown friends feel close to him.	high
although this race is probably closer to a toss-up than advantage castle, it still seems to feature the cleanest path for an opposition party takeover than any of the alternatives.	high
altogether, he was a perfect 7 for 7 in the third, scoring 20 of the celtics' 38 points.	low
a man drowned after being swept away by strong currents as he tried to cross a creek in rizal province's pililla township while carrying his 1-year-old child, who remains missing.	low
a map showing the percentages of for all the states is at the gallup site.	low
a maryland woman lost her accounting job after a background check performed through the fbi's criminal database indicated, erroneously, that she was unsuitable for the job, according to the baltimore sun.	low
a massive part of the profit from the concerts would have come from the high-definition video taken at each performance.	low
a meeting of top seers from the temple town has demanded the jagadguru's personal appearance on november 8 and also an unconditional apology, or face de-canonisation from the chair.	low
american women have all these things, yet there is a notable lack of women, both democrat and republican, in national political office.	high
am i limited to manually searching via ls?	low
among his chestful of awards were the navy cross, two silver stars, two distinguished service crosses, two distinguished service medals, and two legion of merit awards.	low
among other things, she's been president of the association of bay area governments and chief of staff for then-state sen. bill lockyer and former oakland mayor lionel wilson.	low
among them are 1,000 pages of the dossier of sascha anderson, an avant-garde artist who was in the service of the stasi but always denied any deep involvement.	low
among the three most closely watched off-season elections - including an open governor's race in virginia that the democrats apparently are poised to lose despite the efforts of president barack obama there - none is more peculiar than the contest in new york state's remote and farflung 23rd congressional district.	high
amy peck, 24, works for state sen. dan patrick and gained prominence during the battle over revisions to the city's floodway ordinance.	low
anambra is easily the worst affected state in the region.	high
"and all indications were that he was in the thick of planning and approving nearly every step of the ""this is it"" business plan."	high
"""and a lot of economic trees gone. the anglican church is on the verge of going. one man from egboku after going to wedding, seeing the volume of water, he stopped his car to see the depth so that he will know how to pass. as soon as he stepped down, he was swept off to the stream down there and that was the end of the man."""	high
and apeared to have the same problem.	high
and, as always, today i will do what i believe serves their interests best.	high
and at least one environmental group wondered why responders didn't immediately place a protective boom along crown memorial state beach in alameda - the spot hardest hit by the spill.	high
and at the risk of maybe sounding undiplomatic, pakistan has to have more internal investment in your public services and in your business opportunities.	high
and believe me, we have snow!	high
and btw, if i add scribus to the default programs list it will appear twice in the contextual menu and it will appear in the menu of plain text files, which i don't want to.	high
and does yahoo really want poor mrs. fletcher as its new mascot?	high
and, for all its faults, no one has come up with a better system than democracy.	high
and for the original question, no idea, have you tried renaming it to .iso, just to check if it works?	high
and found a quick solution:	high
and how can i fix this	high
"and how do i use ""ybin -v"" to install it?"	low
and how much is the cab going to cost approximatly??	low
and i can say that because i think there has to be, in any partnership, but more importantly in any plan for your own economic future, a hard look at where you're going to get the resources to meet these needs.	high
and i cant turn symnaptic on for somereason i cant even find it.	high
and i don't have that many gigs of music.	high
and, if anyone knows, where might we rent bikes???	low
[and, if i switch to them, i can't even switch back. have to go to a separate computer, ssh in and restart gdm. *very* annoying at best.]	high
"and if you don't want to dual-boot, if you only want to have ubuntu installed, just select the option ""erase entire disk"" during the partitioning process of the install."	low
and i'm serious.	high
and, in a district that hasn't elected a democrat since the civil war, the republican candidate today, four days before the election, announced that she is standing down - all but assuring that the democratic candidate will fail there on tuesday.	low
and in fact, it seems that cronyism and money trump gender and racial identity, even still.	high
and in its middle-class neighborhoods, baghdad is a city of surprising topiary sculptures: leafy ficus trees are carved in geometric spirals, balls, arches and squares, as if to impose order on a chaotic sprawl.	low
and it hard to see if the original pppd script is still repeating in there.	low
and it's right on the inlet so you get to see all the boats entering the harbor.	low
and it will be penalties for violating regulations.	high
and kennedy himself would approve, dodd said.	high
and lol this was filmed right down the street from me, so enjoy my 'hood.	high
and many people seem to be planning a tribute to the late pop star michael jackson - searches for [michael jackson costume] started spiking in june of this year and have increased steadily since then:	low
and -- more importantly -- they'll help bring more fans into the fold.	high
and, more recently, you've been with us as we shared the movie's rowdy, red-meat trailers.	low
and mr blair would not be lonely on the tesco payroll.	high
and neither did anyone else who was in the know.	high
and now it is those 400 students and the rest of the 1,600-strong student body, along with their teachers and community leaders, who are wrestling to make sense of what happened.	high
"""and now, since working here, i know why the reconstruction work is so important, so that we don't forget, and that's what motivates me when some people say our task is hopeless and leads nowhere."""	high
and now we know.	high
and of course, lake grorge.	low
and on the custody issues levi's having now: it's startin' to get bad again.	high
and other critics who at one time shared his goals of agrarian reform complain that montes became the kind of rural chieftain that he had long challenged.	high
"""and overall it was an issues-oriented campaign, not as negative as it usually gets."""	high
"and printing a pdf-file straight to the printer with ""lp file.pdf"" puts the printer all of a sudden in double-sided mode -- even though i have it configured as single-sided."	low
android 2.0 offers a new set of photo settings to be tweaked, so we'll be experimenting with those to see if we can improve the results.	low
and she goes even greener by waking up at 5 a.m. to cook overflowing deliveries of local produce.	high
and so at some point, when you ask for partnership, you have to ask what the equity state is that pakistan itself is looking to make, because it is difficult to go to our taxpayers and say we consider pakistan a strategic partner, we consider it a long-term friend and ally, we have supported it since its inception in 1947, we want to continue to do so, and have our taxpayers and our members of congress say, well, we want to help those who help themselves, and we tax everything that moves and doesn't move, and that's not what we see happening in pakistan.	high
and some of them will still wind up casting their ballots for scozzafava undaunted, as she'll still appear on the ballot and may have made herself something of a sympathetic figure.	high
and some of the proposals could benefit the state.	high
and someone said that certain mp3's will cause gstreamer to bail out.	high
"""and the answer is: this is my duty. the president is commander in chief, but the president is often comforter in chief, as well. it is my duty to be - to try to comfort as best as i humanly can a loved one who is in anguish."""	high
and the irony of it is that if you had asked doc rivers, pierce wasn't even the best player on the floor.	high
and the less obvious, but ultimately more important one: layar layers, which let you install user-generated overlays of all different kinds of information, like this one, which tracks government bailout spending.	low
and the message paul pierce wanted to get across in the locker room during the break was simple: throw dirt on them.	high
and then a more sophisticated and amusing twilight/new moon-inspired, vampire related commercial for bing:	high
"""and then arnold, who plays my old rival, walks in. we have a history together. and we go back and forth and i tell him that i should have shot him a long time ago when i had the chance. then it goes on from there. and here we are, the three of us trying to man up to one another, playing off of who we are, using our baggage in this one scene."""	high
and then i have to install the new bootstrap loader configuration file.	low
and then, the piece de resistance of the feminist movement, abortion, comes to the fore.	high
and then there is location...	high
"""and then there's [the question of] who picks up the tab for exceeding those minimums."""	high
and then there were his children.	high
and then x doesn't start?	low
and there was one more obvious piece missing in the new version -- quinn's proposal to ban the state democratic party from making endorsements in primaries.	high
and they further the picture of a regulator at which the right hand didn't know what the left was doing, and which depended on inexperienced and over-matched agents to sniff out complex financial frauds like madoff's.	high
and this is exactly why parasite will never be an official member of the big slut club.	high
and to answer your other question, i am using tmobile as my carrier.	low
and to singer's credit, nowhere in the piece does she point this out.	high
and viewers seem to agree.	high
and we waste far too much energy trying to categorize it.	high
and what could a lawsuit mean for them?	high
and when they get this healthcare bill, if they do, that's the easiest, fastest way for them to be able to regulate every aspect of human behavior, because it'll all have some related cost to healthcare: what you drive, what you eat, where you live, what you do.	high
and when you get down to the guts of defense budget politics, these high-level strategic concepts matter a great deal.	high
and would having to come and go more than a couple of times in the day be inconvenient?	high
and you can see madoff's testimony here.	high
"andy rubin, a google employee involved with the android project, said that ""we're not making hardware, we're enabling other people to build hardware."""	high
an easy way that i did it was right click on the *file* that has the corresponding extension you want to change default programs to and click on properties.	low
an energized michael jackson web site component would help sell all the in-demand merch.	low
a new book by robert and brenda vale, two architects at victoria university of wellington in new zealand, looked into the ecological foodprints of the world's pets, new scientist reported.	high
"a new feature of the 27"" imac is its ability to act as a display for another displayport computer."	low
an excerpt of the interview was released saturday night.	low
a nice view with lobster would be great...but of course we want the food to be excellent as well. :)	high
"an iraqi man accused of running down his daughter in arizona because she had become ""too westernized"" is being held on two counts of aggravated assault, police said saturday."	high
annie laurie gaylor, co-president of the wisconsin-based freedom from religion foundation, said she was pleased about the new rules but added that they don't go far enough.	low
annoyingly, sometimes it works absolutely perfectly without me altering any settings, only to be back like this next time i try and use it.	low
"a no 10 spokesman said: ""the position has not changed. we have announced our plans to support the economy going forward."	high
an obvious way to save power, then, would be to turn the display backlighting down, and we'll be experimenting with that over the weekend to see what sort of difference it makes.	high
an ohio assembly plant voted yesterday and another michigan factory votes today.	low
"""another join, another small success,"" she says with a wry smile -- even though at least two-thirds of the sheet is still missing."	high
"another of mr. obama's close advisers, valerie jarrett, sits down with george stephanopoulos on abc's ""this week."""	low
another scientist who shares this view is kevin trenberth, head of the climate analysis section at the national center for atmospheric research in boulder, colo.	low
another senior source suggested that the talks between mr blair and tesco had been going on for five months.	high
a not so minor detail from the crosstabs to this morning's earthquake poll, overlooked by many but not by nate silver.	high
anthony sowell, 50, was arrested in cleveland, ohio, after police received a tip-off as to his whereabouts.	low
"anti-collision lights on sea kings had been replaced with strobe lights that ""blinded the pilots at low level, over water or in mist - so they switched them off""."	low
any emergency, nys boating violation or complante will go unanswered by the patrol boat in this area.	high
any help is highly appreciated.	high
any idea how i could fix this?	high
any idea on the cause?	high
any ideas how to get gnome to permit sleeping again?	low
"""any insinuation that deals would have been made is absolutely false,"" the ioc said in a statement released last week."	high
any luck?	low
...anyone?	low
anyone experienced anything similar?	high
anyone recommend any companies to book through - in advance or whilst we are there?	low
any opinions?	low
any other help would be appreciated!	high
any other suggestions?	high
any recommendations?	high
any self-respecting whore knows that halloween is amateur hour.	high
any suggestions as to where to stay by the colleges?	low
any thoughts?	high
any tips???	high
"any tips on what is a ""can't miss"" ?"	high
any tips would be incredible helpful as i'm posting this in all three forums...	high
anyway...	low
anyway, i'm not really aware of mime type management : are there some things not to do if i don't want to screw my system ?	high
anyway now every 2 minutes kppp hangs up and reconnects.	high
anyway, old imacs look cool!	high
anyway, thanks for the info!	high
apart from heading the tulsi peeth, the swami is also vice-chancellor of a university for handicapped in chitrakoot and a chain of blind colleges and enjoys a wide popularity in the region.	low
"a passerby in a green toyota truck yelled out: ""police need to do their job!"""	high
a pentagon official said a day earlier that the crash likely killed all aboard.	high
a perfect example of this in action: i was having dinner with a friend some months ago.	low
a pool would be a plus!	high
apple benchmarks the high end nehalem core i7 as being up to 2.4 times faster than the core 2 duo.	low
apple has created a media consumption experience that has reduced friction to such a point that soon the consumer will not know if he is buying music, a movie or a game.	high
"apple has revamped the imac with a huge, cinematic 16:9 27"" screen, fast cpu options, standard wireless keyboard and magic mouse, a staggering 16gb ram capacity, and a new video input feature."	low
applications that let consumers interact with the media.	low
appointed freshman rep. david taylor, r-moxee, running to complete the former term of dan newhouse, who was appointed democratic gov. chris gregoire's agriculture director.	low
"a prepackaged bankruptcy ""is probably going to go through,"" icahn said yesterday."	high
a purchasing managers' report may show factories expanded at the fastest pace since 2006.	high
a quick fix was installed over labor day weekend, but engineers failed to appropriately factor how weather and traffic would affect the repair.	high
a quick little update.	low
a real newbie question here, altho i hate that word.	low
a resident who lives farther down the street said he felt the collapse through his floor.	low
ares i-x is the test vehicle for the ares i, which is part of the constellation program to return men to the moon and beyond.	low
are there any others that i'm not aware of?	high
are there any tours available for doubleday field?	low
are the shuttles frequent?	low
are you aware that you posted in the mac forum (yeah, i know the heading is a bit misleading)?	high
are you driving from detroit or are you flying?	low
are you excited to see these three share the screen together?	high
are you refering to spac ?	low
are you talking about impress crashing after viewing a presentation in slideshow?	high
are you trying to connect to wireless b enabled networks.	low
are you using kde?	low
are you using the t-mobile network, and not cingular or something else?	low
ari abdallah morales, 16, of san pablo and marcelles james peter, 17, of pinole were transferred out of richmond high to continuation high schools.	low
"""arianna huffington feels the internet has had a positive effect on journalism. how do i know? because i looked it up at whereistand.com."""	high
ariel hyatt has been blogging about the concept of 1,000 true fans and has an interview with musician matthew ebel, an up-and-coming musician who makes a living from his music, and breaks down the details -- including pointing out that he makes 26.3% of his net income from just 40 hard-core fans.	low
around 25 lakh people live in areas where maoists are now having a free run.	high
a royal perth hospital spokeswoman confirmed at least one person had a spinal injury.	low
arreola grew up in mexico city where he learned about the day of the dead, a holiday that blends catholic beliefs with indigenous traditions.	low
arreola had helped organize the funeral of cpl. anthony mihalo of naperville and delivered a box of medals and patches to the family of lance cpl. jesse de la torre in aurora.	low
arreola himself thought he'd never walk again, much less run competitively, after an improvised explosive device wounded him three years ago near fallujah, iraq.	high
arreola noticed that the streets were suspiciously quiet, no vehicle traffic or kids playing.	high
